question,option_a,option_b,option_c,option_d,option_e,correct_answers
346. CM. What drugs are used to treat severe hypertension caused by preeclampsia:,labetalol,metoprolol,methyldopa,nifedipine,hydralazine,"A,D,E"
347. CM. Which of the following women has high risk of preeclampsia?,a patient with a history of preeclampsia starting early in the third trimester of a previous pregnancy,a patient with chronic hypertension,grande multiparas,twin pregnancy,a patient with a history of postpartum hemorrhage,"A,B,D"
348. CS. A 28 year old woman with preeclampsia develop convulsions. The first measure to be done after convulsions:,give MgSO4,sedation,immnediate delivery,care of airway,give Nifedipine,D
349. CM. Which of the following are contraindications to giving syntometrine during the third stage of labor?,an atonic uterus,hypotension after delivery,gestational hypertension,preeclampsia,fetal macrosomia,"C,D"
350. CM. What are rare causes of death in women with pre-eclampsia?,hepatic rupture,pulmonary edema,renal insufficiency,hepatic failure,intracerebral hemorrhage,"A,C,D"
351. CM. Which are NOT  features of HELLP syndrome:,thrombocitopenia,eosinophilia,creatinin doubling baseline,raised liver enzyme,hemolitic anemia,"B,C"
"352. CS. All are true about preeclampsia, EXCEPT:",cerebral hemorrhage,pulmonary edema,acute renal failure,deep venous thrombosis,liver rupture,D
353. CS. The leading cause of death in severe preeclampsia /eclampsia is:,cerebral hemorrhage,pulmonary edema,acute renal failure,deep venous thrombosis,liver rupture,A
354. CS. Earliest sign of MgSO4 toxicity is:,hypotension,anuria,coma,respiratory depression,depression of deep tendon reflexes,E
355. CS. What is antidote used in cases of MgSO4 toxicity?,protamin sulphate,calcium gluconate,cofeine,atropine,naloxone,B
"356. CS. A previously normotensive women, at 32 weeks of pregnancy, has a blood pressure 150/100 mm Hg, proteinuria 0,03 gr/24 hours, edema of legs. What is the diagnosis?",chronic hypertension,gestational hypetension.,mild preeclampsia.,severe preeclampsia.,transient hypertension .,B
"357. CS. A previously normotensive women, at 32 weeks of pregnancy, has a blood pressure 150/100 mm Hg, proteinuria 0,5 gr/24 hours, leg edema. What is the diagnosis?",chronic hypertension,gestational hypetension.,mild preeclampsia.,severe preeclampsia.,transient hypertension,C
358. CS. A patient with preexisting hypertension who develops a diastolic blood pressure of 105 mm Hg and 2+proteinuria (1 gr/day) at 36 weeks of pregnancy should be graded as having:,pre-eclampsia,severe pre-eclampsia,imminent eclampsia,eclampsia,superimposed preeclampsia,E
359. CM. What is the management of a patient with pre-eclampsia at 37 weeks gestation?,oral antihypertensive drugs,diuretics,hospitalization,a loading dose of magnesium sulfate,delivery,"A,C,E"
360. CS. How common is preeclampsia?,most pregnant women develop preeclampsia,about 25% of all women develop preeclampsia,about 15% of all women develop preeclampsia,about 3-5% of all women develop preeclampsia,very rare,D
"361. CS. A previously normotensive woman, at 32 weeks of pregnancy, has a blood pressure 170/110 mm Hg, proteinuria 5,0 gr/24 hours, severe headache, nausea and vomiting. What is the diagnosis?",chronic hypertension,gestational hypetension.,mild preeclampsia.,severe preeclampsia.,transient hypertension .,D
"362. CM. A previously normotensive women, at 32 weeks of pregnancy, has a blood pressure 170/110 mm Hg, proteinuria 5,0 gr/24 hours, severe headache, nausea and vomiting. What is the management ?",antihypertensive treatment,evaluation of fetal well-being,diuretics,dexametazone.,MgSO4,"A,B,D,E"
363. CM. Which drugs are contraindicated in preeclampsia?,hydralazin,metil-ergometrin.,misoprostol,captopril,nifedipine,"B,D"
364. CM. Complications of preeclampsia are the following:,retinal detachment,intracranial hemorrhage,fetal growth restriction,hydramnion,renal insufficiency,"A,B,C,E"
"365. CS. All of the following are possible consequneces of preeclampsia, EXCEPT:",antepartum fetal death,coagulopathic bleeding,prematurity,blindness,fetal malformations,E
366. CS. Congenital infection in fetus with minimal teratogenic risk is:,varicella,rubella,HIV,cytomegalovirus,toxoplasmosis,C
367. CS. Most frequent cause of intrauterine infection is:,rubella,hepatitis,toxoplasma,CMV,herpes virus,D
368. CS. Congenital anomalies are most severe in :,cytomegalovirus,rubella,mumps,toxoplasma,herpes virus,B
369. CM. Not implicated in congenital transmission :,hepatitis A,toxoplasma,syphilis,streptococcus group B,cytomegalovirus,"A,D"
370. CS. Which of the following perinatal infections has the highest risk of fetal infection in the first trimester:,hepatitis B,syphilis,toxoplasmosis,rubella,varicella,D
371. CS. A lady G2 P1 with 10 weeks pregnancy has one child with ocular toxoplasmosis. The risk of present child to be infected is:,25%,50%,75%,100%,Nil,E
372. CS. Syphilis in pregnancy should be treated with:,ceftriaxone,penicillin,tetracicyline,ampicillin,gentamicine,B
373. CS. Choose the most appropriate treatment for Herpes simplex virus infection:,penicillin,metronidasole,doxyciciline,ceftriaxone,aciclovir,E
"374. CS. The following infections are transmitted to fetus trans-placentally, EXCEPT:",toxoplasmosis,syphilis,streptococcus B,rubella,cytomegalovirus,C
375. CS. A pregnant woman is routinely screened for which of the following disease entities?,parvovirus,toxoplasmosis,cytomegalovirus (CMV),syphilis,herpes simplex virus,D
376. CS. Which of the following is a common reservoir of toxoplasmosis?,school-age children,bird droppings,cats,contaminated seafood,blood,C
377. CS. Which of the following is a common reservoir of HIV?,school-age children,bird droppings,cats,contaminated seafood,blood,E
378. CM. It is important to treat patients with asymptomatic bacteriuria in pregnancy because:,the patient is seriously ill,one third will develop septic shock during pregnancy,it is associated with small for gestational age fetuses,more than one third will develop acute pyelonephritis during pregnancy,it increases risk of preterm birth,"C,D,E"
379. CM. What complications are caused by infections during pregnancy:,postpartum hemorrhages,fetal malformations,preterm deliveries,early neonatal sepsis,placenta previa,"B,C,D"
380. CM. Which infections are transmitted to newborn during delivery:,toxoplasmosis,herpes virus,rubella,hepatitis B,streptococcus B,"B,D,E"
381. CM. Prevention of mother to child transmission of HIV includes:,antiretroviral therapy,elective cesarean section,episiotomy,exclusion of breastfeeding,induction of labor at 38 weeks,"A,B,D"
382. CM. Screening of following infections is recommended routinely during pregnancy:,HIV,cytomegalovirus,syphilis,herpes virus,toxoplasmosis,"A,C"
383. CM. Which infections are transmitted to fetus mostly trans-placentaly:,Toxoplasmosis,Rubella,Herpes virus,Hepatitis B,Syphilis,"A,B,E"
384. CM. Which infections cause serious fetal malformations:,toxoplasmosis,HIV,streptococcus B,rubella,herpes virus,"A,D"
385. CM. What complications are caused by Chlamydia trachomatis infection during pregnancy:,Fetal malformations,Preterm birth,Abruption placentae,Conjunctivitis in newborn,Early neonatal sepsis,"B,D"
386. CM. What drugs are recommended for treatment of Chlamydia trachomatis infection during pregnancy:,tetracycline,eritromicine,clarithromycin,ceftriaxone,ciprofloxacin,"B,C"
"387. CS. During pregnancy baby can be affected in utero in all, EXCEPT:",Syphilis,Toxoplasma,Poliomyelitis,Rubella,Cytomegalovirus,C
388. CS. Transmission of herpes is maximum in:,Ist trimester,IInd trimester,IIIrd trimester,during parturition,postpartum,D
389. CS. Transmission of HIV is maximum in:,Ist trimester,IInd trimester,IIIrd trimester,during parturition,postpartum,D
390. CS. Transmission of toxoplasmosis is maximum in:,Ist trimester,IInd trimester,IIIrd trimester,during parturition,postpartum,C
391. CS. Transmission of cytomegalovirus is maximum in:,Ist trimester,IInd trimester,IIIrd trimester,during parturition,postpartum,A
392. CS. Cesarean section is preferred in:,hepatitis B,cytomegalovirus,herpes,varicella zoster virus,streptococcus B,C
393. CS. Which infection is not transmitted to newborn at delivery:,toxoplasmosis,gonococcus,HSV type II,hepatitis B,chlamydia,A
394. CM. Strategies used to decrease mother to child transmission of HIV include:,elective cesarean section,antiretroviral therapy (ART) during pregnancy,omitting ergometrine,avoiding breastfeeding,intrapartum ART,"A,B,D,E"
395. CS. Dysmenorrhea would be most likely to occur in which of the following women:,a young teenager,a woman on birth control pills,a 48-year-old woman with irregular cycles,a marathon runner with one menstruation per year,a 35-year-old women with regular cycles,A
396. CS. All of the following statements about the two-cell hypothesis of estrogen production are true EXCEPT:,theca cells produce androstendione,luteinizing hormone (LH) stimulates theca cells,aromatization of androgens takes place in the granulosa cells,FSH activates the enzyme aromatase,Estradiol is transported to the theca cells,E
397. CM. All of the following characterize the follicular phase of the menstrual cycle:,variable length,growth and development of the ovarian follicles,basal body temperature over 37 0C,vascular growth of the endomentrium,secretion of the estrogen from the ovary,"A,B,D,E"
398. CS. Which of the following conditions is considered a relative emergency in a teenager with amenorrhea:,uterine agenesis,turner’s syndrome,imporforate hymen,androgen infectivity syndrome,Klinefelters syndrome,C
399. CS. Elevated gonadotropin levels are expected with which of the following conditions associated with amenorrhea:,Rokitansky-Kuster-Hauser syndrome,Kallman’s syndrome,gonadal dysgenesis,anorexia nervosa,pituitary adenoma,C
400. CS. Hypothalamic amenorrhea is seen in:,Asherman syndrome,Stein-Leventhal syndrome,Kallman Syndrome,Sheehan’s syndrome,Turner syndrome,C
401. CM. Which is not primary amenorrhea:,Sheehan syndrome,Kallmann’s syndrome,Mayer-Rokitansky-Koster-Hauser Syndrome,Turner syndrome,Asherman syndrome,"A,E"
402. CS. A woman has 2 kids. She presents with galactorrhea and amenorrhea for 1 year. The most probable diagnosis is:,pregnancy,pituitary tumor,Sheehan’s syndrome,Metastasis to pituitary from other carcinoma,Kallmann’s syndrome,B
"403. CM. In a woman presenting with amenorrhea, headache, blurred vision and galactorrhea appropriate investigations include:",FSH,LH,X-ray or MRI,prolactin level,HCG,"C,D"
404. CM. Most appropriate treatment options for a 42 years old woman with dysfunctional uterine bleeding are,progesterone,prostaglandins,hysterectomy,danazol,endometrial ablation,"A,E"
405. CM. What conditions are associated with primary amenorrhea,Testicular feminizing syndrome,Stein-Leventhal syndrome,Turner syndrome,Mayer-Rokitansky-Koster-Hauser Syndrome,Sheehan syndrome,"A,C,D"
406. CM. Evidence based treatments for heavy menstrual bleeding are,oral contraceptive pills,progesterone IUD,tranexamic acid,NSAIDs,ethamsylate,"A,B,C,D"
407. CM. Which of the following are not indicated in heavy menstrual bleeding:,NSAIDs,progestins,clomiphene,misoprostol,tranexamic acid,"C,D"
408. CM. Treatment of heavy uterine bleedings in young female is:,oral contraceptives,progesterone,D&C,MVA,misoprostol,"A,B"
409. CS. Most common cause of puberty menorrhagia is:,endometriosis,malignancy,anovulation,bleeding disorder,sub-mucous leiomyoma,C
"410. CS. In case of secondary amenorrhea who fails to get withdrawal bleeding after taking estrogen and progesterone, the fault lies at the level of:",pituitary,hypothalamus,ovary,endometrium,adrenal gland,D
"411. CS. Positive progesterone challenge test in a patient of secondary amenorrhea, seen in:",Asherman syndrome,endometrial TB,hypopituitarism,premature ovarian failure,PCOS,E
412. CM. A patient with amenorrhea had bleeding after giving a trial of progesterone. This implies:,sufficient estrogen,sufficient progesterone,normal ovarian function,intact endometrium,intact pituitary axis,"A,D,E"
413. CM. Causes of secondary amenorrhea are:,Turner syndrome,endometriosis,Asherman’s Syndrome,premature ovarian failure,PCOS,"C,D,E"
414. CS. A 45 years old woman present with a history of heavy menstrual bleeding for last six months. The first line of management is:,hysterectomy,progesterone for 3 cycles,NSAIDs,D&C,oral contraceptives for 3 months,D
415. CM. A 35 years old lady is not having her menses for last 6 months. She has high serum FSH and LH and low estradiol. The likely causes are:,panhypopituitarism,PCOS,exogenous estrogen administration,premature menopause,resistant ovarian syndrome,"D,E"
"416. CS. Karyotype X0, absence of secondary sexual characteristics, primary amenorrhea, short stature, somatic abnormalities. Diagnosis?",Kallman’s syndrome,Morris’s syndrome,Klinefelter’s syndrome,Turner’s syndrome,Cushing’s syndrome,D
417. CS. What is the karyotype in Turner’s syndrome,X0,XX,XY,XXY,XYY,A
418. CM. All of the following are characteristics of Turner‘s syndrome:,karyotype X0,primary amenorrhea,somatic abnormalities,increased levels of estrogens,increased levels of gonadotropins,"A,B,C,E"
419. CS. Select the most appropriate therapy for congenital adrenal hyperplasia,estrogens and progestins,hydrocortisone,progestins,prostaglandin inhibitors,gonadotropin analogs,B
420. CS. Treatment of Turner syndrome includes:,estrogen replacement therapy,gonadectomy,surgical removal of the clitoris,surgical modeling of artificial vagina,administration of  Dexamethasone,A
421. CS. Treatment of  Rokitansky-Kuster-Hauser syndrome includes:,estrogen replacement therapy,gonadectomy,surgical removal of the clitoris,surgical modeling of artificial vagina,administration of  Dexamethasone,D
422. CM. Which of the following are Mullerian tract abnormalities?,bicornuate uterus,testicular feminization syndrome,uterus didelfus,Rokitansky-Kuster-Hauser syndrom,aplazia of the inferior third of vagina,"A,C,D"
423. CM. Which of the following pathologies are caused by chromosomial abnormalities?,Turner syndrome,testicular feminization syndrome,uterus didelfus,Rokitansky-Kuster-Hauser syndrome,Klinefelter syndrome,"A,E"
424. CM. Diagnosis of septate uterus is done by:,USG,uterine sound,hysteroscopy,hystero-sapingography,laparoscopy,"A,B,C,D"
425. CS. Complete failure of mullerian duct fusion will result in:,uterus didelphys,arcuate uterus,subseptate uter,bicornuate uterus,absent uterus,A
426. CS. The treatment for a case of virilizing adrenal hyperplasia is:,estrogens,antiandrogens,ACTH,cortisone,progesterone,D
427. CM. Common features of Turner’s syndrome:,secondary amenorrhea,edema of hands and feet,XO genotype,mental retardation common,streak ovaries,"B,C,E"
428. CM. All are features of Turner’s syndrome EXCEPT:,karyotype is 46 XO,normal breast,underdeveloped uterus,normal secondary sexual characteristics,primary amenorrhoea,"B,D"
"429. CS. A girl presents with primary amenorrhea, shot stature, widely spaced nipple. Karyotype of the girl would be:",45XO,46XXY,46XY,46XX,46XYY,A
"430. CS. 17-year-old girl with amenorrhea, absent breasts, hypoplastic uterus. Most likely condition is:",Turner’s syndrome,Sheehan Syndrome,Androgen intensitivity syndrome,Klinefelter’s syndrome,Mullerian agenesis,A
431. CS. 15-year-old female presents with primary amenorrhea. Her breasts are Tanner 4 but she has no axillary or pubic hair. The most likely diagnosis is:,Turner’s syndrome,Mullerian agenesis,Testicular feminization syndrome,Premature ovarian failure,Ovarian disgenesis,C
432. CS. Pure gonadal dysgenesis will be diagnosed in the presence of:,bilateral streak gonads,bilateral dysgenetic gonads,one side steak and other disgenetic gonads,one side streak and other normal looking gonad,XO Kariotipe,A
433. CM. Pure gonadal dysgenesis will be diagnosed in the presence of:,bilateral streak gonads,bilateral dysgenetic gonads,one side steak and other disgenetic gonads,one side streak and other normal looking gonad,XX Kariotipe,"A,E"
434. CS. A pacient of 47 XXY karyotype present with feature of hypogonadism. Likely diagnosis :,Turners syndrome,Klinefelters syndrome,Edwards syndrome,Down syndrome,Marfan syndrom,B
"435. CS. A girl has primary amenorrhea with normal ovaries, absent internal genitalia, but normal external genitalia. Most probable diagnosis:",Mayer-Rokitansky-Kuster-Hauser syndrome,Turner’s syndrome,Noonan’s syndrome,Androgen insensitivity syndrome,Kallman syndrome,A
436. CS. A 19-year-old patient came with  primary amenorrhea. She had well developed breasts and pubic hair. However there was absence of vagina and uterus. Likely diagnosis is:,Turners syndrome,Mullerian agenesis,Kinefelter’s syndrome-XXY,Gonadal agenesis,Moris syndrome,B
437. CS. In which of the following conditions do the ovaries functions normally:,Turner’s syndrome,Rokitansky-Kuster-Hauser syndrome,Androgen insensitivity syndrome,Swyer’s syndrome,PCOS,B
438. CS. Best prognosis in infertility is seen in/most reversible form of infertility is:,Tubal block,Anovulation,Oligospermia,Endometritis,Endometriosis,B
439. CS. TB endometritis causes infertility by:,Causing anovulation,Destroying endometrium,Tubal blockage,Ciliary dysmotility,Dysfunctional uterine bleeding,B
440. CS. What is the cause for luteal phase defect?,Progesterone is inadequately secreted,Excess estrogen is secreted,Excess progesterone is secreted,Excess estrogen and progesterone are secreted,Estrogen and progesterone is inadequately secreted,A
441. CS. What is the right time in menstrual cycle to do enfometrial biopsy:,12-14 days,17-19 days,20-22 days,3-5 days,1-2 day(s),C
442. CS. Drugs used for ovulation induction are:,Gn RH,Clomiphene citrate,Gonadotropins,Letrozole,Danazol,"B,C,D"
443. CS. Antihormonal substance used to induce ovulation:,Mifepristone,Clomiphene citrate,Tamoxifen,Raloxifen,Letrozole,B
"444. CS. A patient treated for infertility with clomiphene citrate presents with sudden onset of abdominal pain and distention with ascites,the probable cause is:",Uterine rupture,Ectopic pregnancy rupture,Multifetal pregnancy,Hyperstimulation syndrome,Ovarian torsion,D
445. CS. Best investigation to asses tubal patency:,Rubin’s test,HSG,Laparotomy,Laparoscopic chromtubation,HyCoSy,D
446. CM. Fallopian tube patency is checked by:,Hysterosalpingography,Laparoscopy,Hysteroscopy,USG,CT scan,"A,B,D"
447. CS. In a lady with infertility with bilateral tubal block  best method of management is:,Laparoscopy,Hydrotubation,IVF,Tuboplasty,Hysteroscopy,C
448. CS. Post coital test showing non motile sperms in the cervical smear and Motile sperms from the posterior fornix suggests:,Faulty coital practice,Immunological defect,Hypospandias,Azoospermia,Tubal blockage,B
"449. CS. According to WHO criteria, the minimum normal sperm count is:",10 million/ml,20 million/ml,40 million/ml,60 million/ml,30 million/ml,B
450. CS. Aspermia is the term used to describe:,Absence of semen,Absence of sperm in ejaculate,Absence of sperm motility,Occurence of abnormal sperm,Sperm with normal morphology,A
451. CS. Which of the following is the true about obstructive azoospermia:,↑FSH and ↑LH,Normal FSH and normal LH,"↑LH, Normal FSH","↑LH, Normal FSH","↑FSH, Normal LH",B
452. CS. In vitro fertilization is indicated in:,Tubal pathology,Uterine dysfunction,Ovarian pathology,Azoospermia,Normospermia,A
453. CS. Ovulation can be diagnosed by all EXCEPT:,Measuring day 14 serum progesterone,Rise in basal body temperature in the second half of cycle,Folliculometry at USG,Endometrial histology,Measuring day 8 and day 21 serum progesterone,A
454. CM. Indications of intrauterine insemination (IUI) are all EXCEPT:,Hostile cervical mucus,Unexplained infertility,Anti-sperm antibodies,Luteal Phase defect,Azoospermia,"D,E"
"455. CS. Artificial insemination with husband’s semen is indicated in all of the following situations, EXCEPT:",Oligospermia,Impotency,Antisperm antibodies in the cervical mucous,Azoospermia,Cervical stenosis,D
456. Q. 448. MC Identify the risks associated with hormone replacement therapy:,breast cancer,ovarian cancer,"stroke, coronary and cerebral",pulmonary thromboembolism,cervical cancer,"A,C,D"
457. Q. 449.	SC Please indicate the age criterion that determines late menopause:,50 years old,52 years old,54 years old,56 years old,60 years old,D
458. Q. 450.	MC Which of the following steroids are androgen hormones:,DHEAS,DHEA,17- ketosteroids,testosterone,dehydrotestosterone.,"A,B,D,E"
459. Q. 451.	MC Which of the steroids are considered androgen hormones:,preganandiol,DHEA,17- ketosteroids,DHEA-S,androstenedione,"B,D,E"
460. Q. 452.	MC Which androgens are secreted in the adrenal glands:,17- ketosteroids,DHEA-S,DHEA,testosterone,androstenedione.,"B,C,D,E"
461. Q. 453.	MC Which are the consequences of androgens excess in the females:,hypertrichosis,oligo- / amenorrhea,clitoromegalia,hirsutism,genital hypoplasia,"B,C,D,E"
462. Q. 454.	MC Indicate the possible origin of hyperandrogenism:,hypothalamic,pituitary,constitutional hereditary,adrenal,ovarian,"B,C,D,E"
463. Q. 455.	MC Which conditions contribute to the development of hyperandrogenism:,Cushing's syndrome,androgen secreting ovarian/adrenal tumors,polycystic ovary syndrome,Simmonds-Sheehan's syndrome,HAIR-AN syndrome.,"A,B,C,E"
464. Q. 456.	MC Select non-virilizing clinical symptoms of androgen excess:,hirsutism,clitorismegalia,acne,"metabolic syndrome (insulin resistance, obesity, hypertension)",oligo- / amenorrhea.,"A,C,D,E"
465. Q. 457.	MC Select virilizing clinical symptoms of androgen excess:,bitemporal alopecia,increased muscle mass with changing female physical appearance,seborrhea,atrophy of the mammary glands and genital hypoplasia,clitorismegalia.,"A,B,D,E"
466. Q. 458.	MC Which conditions are associated with hirsutism and virilization of ovarian origin:,androblastoma,polycystic ovary syndrome,Leydig cell tumors,hypertecosis of ovaries,Morgagni-Stewart-Morel syndrome.,"A,B,C,D"
467. Q. 459.	MC  Which are the criteria defining polycystic ovarian syndrome:,onset in puberty,oligo- and / anovulation,hyperandrogenism (clinical / biochemical),hyperprolactinemia,polycystic ovaries on sonography.,"B,C,E"
468. Q. 460.	MC What conditions are considered clinical forms with severe manifestations of PCOS:,adrenoblastoma,ovarian hipertecocis,Chiari-Frommel symdrome,Morgagni- Stewart-Morel syndrome,HAIR-AN syndrome.,"B,E"
469. Q. 461.	MC Which are the most common clinical symptoms determined in polycystic ovary syndrome:,hirsutism,clitorismegalia,infertility,oligomenorrhea,obesity,"A,C,D,E"
470. CS. What is not characteristic for polycystic ovary syndrome:,hirsutism,clitorismegalia,infertility,oligomenorrhea,obesity.,B
471. Q. 463.	MC Main hormonal changes caused by polycystic ovary syndrome are:,increased serum concentration of LH,increased serum concentration of FSH,positive progesterone challenge test,LH / FSH ratio ≥ 3,extremely elevated serum concentration of DHEAS,"A,C,D"
472. Q. 464.	MC Which are the methods of treatment of infertility in patients with polycystic ovary syndrome:,Clomiphene citrate,Spironolactone,Reduction in body weight (reduced calories diet + exercise),Gonadotropins,COC,"A,C,D"
473. Q. 465. MC Which of the conditions are associated with hirsutism and virilization of adrenal origin:,adrenogenital syndrome,polycystic ovary syndrome;,androsteroma,corticosteroma,syndrome Chiari-Frommel.,"A,C,D"
474. Q. b,470. MC List complications associated with shoulder dystocia: a. severe vaginal lacerations,dynamic dystocia,uterine rupture,postpartum hemorrhage,recto-vaginal fistula,"A,C,D,E"
"475. Q. a, c, d, e",471. MC Indicate which are risk factors in the development of fetal macrosomia: a. multiparity,gestational diabetes,posttermen pregnancy,previous births of fetuses with macrosomia,female fetuses,"A,B,C,D"
"476. Q. a, b, c, d",472. MC Identify consequences of shoulder fetal dystocia: a. fetal death,umbilical cord prolapse,fractured collarbone,humerus fracture,cervical plexus paralysis,"A,C,D,E"
"477. Q. a, c, d, e",473. MC Indicate intrapartum complications caused by fetal macrosomia: a. anatomically contracted pelvis,prolonged second stage of labor,shoulder dystocia,fetal-pelvic disproportion,utero-placental apoplexy,"B,C,D"
478. Q. 474.   SC Indicate the size of obstetric conjugate in contracted anatomic pelvis grade I:,from 9 to 10.5 cm,9-7 cm,less than 7 cm,less than 6 cm,less than 5 cm,A
479. Q. 475.   SC Indicate the size of obstetric conjugate in contracted anatomic pelvis grade II:,from 9 to 10.5 cm,9-7 cm,less than 7 cm,less than 6 cm,less than 5 cm,B
480. Q. 476.   SC  Indicate the size of obstetric conjugate in contracted anatomic pelvis grade III:,from 9 to 10.5 cm,9-7 cm,less than 7 cm,less than 6 cm,less than 5 cm,C
481. Q. 477.   SC What is management of fetal-pelvic disproportion:,Oxitocyne,analgesics and spasmolytics,emergency cesarean section,forceps application,vacuum extraction,C
"482. Q. 478.   SC Identify appropriate management for a contracted anatomic pelvis grade II, occipital presentation with estimated fetal weight 4000 g:",vaginal birth,elective cesarean section,induction with misoprostol,amniotomy,oxytocin,B
483. Q. 479.   SC Choose what would be appropriate management of pregnancy in case of contracted pelvis grade I and transversus lie of the fetus:,external version of the fetus,elective cesarean section,misoprostol,oxytocin administration,amniotomy,B
484. CS. Follow up of a patient with gestational Trophoblastic Disease is done by measurement of:,Serum Beta-HCG,Serum CEA level estimation,Serum amylase level,Serum α feto protein estimation,Serum CA-125,A
485. Q. 481. “Snow storm” appearance on USG is seen in:,Hydatidiform mole,Ectopic pregnancy,Anencephaly,Intrauterine pregnancy,placenta accreta,A
486. CS. Anti tuberculosis drug contraindicated in pregnancy:,Streptomycin,Rifampicin,Ethambutol,Isoniazid (INH),Pyrazinamide,A
"487. CM. For fetal lung maturation, the following drugs can be used:",Betamethasone,Dexamethasone,Hydrocortisone,Methylprednisolone,Didroprogesteron,"A,B"
488. Q. 484 CS. Which vitamin deficiency is most commonly seen in a pregnant mother who is on phenytoin therapy for  epilepsy:,Vitamin B12,Vitamin B6,Vitamin A,Folic acid,Vitamin E,D
489. CM. True statement regarding use of antiepileptic drugs in pregnancy:,Valproate is associated with neural tube defect,Multiple drug should be given,Carbamazepine is used as monotherapy,Phenytoin can produce foetal hydantoin syndrome,Phenobarbital can produce cardiac anomalies,"A,C,D,E"
490. CM. The changes in pulmonary function are:,decreased tidal volume (40% to 30%),decrease in expiratory reserve,decrease in minute ventilation,"decreased lung volume caused by displacement of diaphragm (Total lung volume decreases 5%, and residual volume decreases 20%.)",no change in forced expiratory volume in 1 second,"B,D,E"
491. CM. Pregnancy complications in case of asthma are:,"If asthma is poorly controlled, it may be associated with increased risk of preterm delivery,","it may be associated with increased risk of IUGR,",use of steroids can be associated with increased risk of gestational diabetes and postpartum hemorrhage.,asthmatic bronchitis in the neonate,macrosomia,"A,B,C"
492. CM. Indication of Anti-D immunoglobulin is/are:,Vaginal bleeding,ECV,Mid trimester abortion,After amniocentesis,Threatened preterm labour,"A,B,C,D"
493. CM. True about Anti-D postpartum prophylaxis:,Given to newborn within 72 hrs of birth,Required when baby is Rh+ and mother Rh-,Can be helpful in ABO incompatibility,Not necessary if Anti-D was injected at 28 weeks,Not indicated if umbilical cord was clamped more than 3 minutes after birth,"A,B"
494. CM. Which are not the complications of Rh incompatibility:,Fetal hydrops,PPH,Oligohydramnios,Pregnancy induced hypertension,Fetal anemia,"B,C,D"
495. CM. Mother’s blood group is Rh-ve. Indirect Coomb’s is +ve. The following will be seen in baby:,Anemia,Abnormal umbilical artery waveform,Hydrops fetalis,IUGR,Oligohydramnics,"A,B"
496. CS. How is fetal blood differentiated from maternal blood:,Kleihauer test,Apt test,Bubble test,Lilly’s test,Coombs test,B
497. CS. Feto maternal transfusion is detected by:,Kleihauer test,Spectrophotometry,Benzidine test,None of the above,All variants,A
498. CS. The dose of anti D gamma globulin given after term of delivery for a Rh negative mother and Rh positive baby is:,50 micro gram,200 micro gram,300 micro gram,100 micro gram,All of the above doses are incorrect,C
499. CS. Fetal consequences of Rh conflict are all except:,Nonimmune hydrops fetalis,Icterus gravis neonatorum,Congenital anemia of the newborn,Fetal death,Immune hydrops fetalis,A
500. CS. Which of the following is the least likely physiological change in pregnancy:,Increase of intravascular volume,Increase in cardiac output,Increase in stroke volume,Decrease in peripheral vascular resistance,Increased BP,E
501. CM. What are maternal physiological changes in pregnancy:,↑ed cardiac output,↑ed tidal volume,↑ed vital capacity,↓ed fibrinogen,↓ed plasma protein concentration,"A,B,E"
502. CM. The following are seen in normal pregnancy EXCEPT:,Increased stroke volume,Increased cardiac output,Increased intravascular volume,Increased peripheral vascular resistance,Increased diastolic BP,"D,E"
503. CS. All of the following statements are true except:,Oxytocin sensitivity is increased during delivery,Prostaglandins may be given for inducing abortion during IInd trimester,In lactating woman breast stimulation enhances oxytocin release,Oxytocin is used for inducing abortion in Ist trimester,Prostaglandins may be given for inducing abortion during Ist trimester,D
"504. CS. Full term primigravida, complains of faintness on lying down and feels well when turns to side or in sitting position. This is due to:",increased abdominal pressure,inferior Vena Cava compression,increased intracranial pressure,after heavy lunch,decreased abdominal pressure,B
