question,option_a,option_b,option_c,option_d,option_e,correct_answers
12. CM. Entero-mesenteric infarction starts with:,Periombilical violent pain,Vomiting,Peristaltic active noises,Signs of peritoneal irritation,Hypovolemic shock,"A,B,C"
13. CM. Chronic intestinal ischemia are manifested through:,Anorexia,Postprandial pain,Occult digestive haemorrhage,Diarrhea,Weigh loss,"B,E"
"14. CM. For preoperative preparation in entero-mesenteric infarction, it is necessary to administrate:","Solutions of electrolytes, colloids and proteins",Antibiotics,Anticoagulants.,Sodium bicarbonate solutions,Beta-adrenomimetics,"A,B,C,D,E"
15. CM. Entero-mesenteric venous infarction demonstrates some features including:,Prodromos,Insidious onset,More frequent bloody diarrhea,Marked leukocytosis and increased HCT,Slow evolution,"A,B,C,D"
16. CM. Which factors can provoke thrombosis of mesenteric veins with intestinal infarction:,Acute appendicitis,Antithrombin deficiency III,Liver cirrhosis,Abdominal trauma,Duodenal peptic ulcer,"A,B,C,D"
17. CM. Which statements about upper mesenteric artery obstruction by embolism or thrombosis are correct:,"Embol- and thromboembolectomy, thrombendarterectomy",By-pass operation,Dezobliteration  with resection of the intestine,Intestinal resection,Gastroenteroanastomosis,"A,C,D,E"
"1. CS. In atherosclerotic stenosis of the internal carotid artery, the method of choice of treatment consists in:",Thrombendarterectomy,Resection with end-to-end anastomosis,By-pass,Ligation of the internal carotid artery,Administration of anti-thrombotic agents,A
2. CS. Treatment of arteriovenous fistula consists in:,Excision of fistula with restoration of vessels continuity,Ligation of the artery distally from the fistula,Amputation of the member of extremity,Ligation of the vein distally from fistula,Only medical treatment,A
3. CS. Intermittent claudication due to advanced atherosclerosis of external iliac arteries is more effectively treated by:,Lumbar sympathectomy,Gymnastics performed daily,By-pass,Vasodilators,Resection of the affected segment with anastomosis,C
4. CS. Arterial emboli fixes more often to:,Aortic bifurcation,Common iliac artery,Common femoral artery,Cerebral vessels,Popliteal artery,C
5. CS. Restoring blood circulation in the acute arterial insufficiency of the limb is absolutely contraindicated in:,Ischemia  gr.Ia slow progressive,Ischemia  gr. Ilb patient with myocardial infarction,Ischemia  gr. IIIa in the patient with stroke,Ischemia  gr. IIIc,Patient age > 85 years,D
6. CS. Which statement about the particularities of Burger disease is incorrect:,More frequent incountered  in men,Is observed between 20 and 40 years,Is accompanied by intermittent claudication,Is closely related to smoking,Represents a particular form of atherosclerosis,E
"7. CM. Regarding segmental femoro-popliteal occlusion, the following statements are true:",Usually involved  superficial femoral artery in the adductor channel,Are common ulcers and gangrene,Is characterized by intermittent claudication,Disease progression is rapid,The method of choice of treatment is endarterectomy,"A,C"
8. CM. Principles of treatment of femoro-popliteal occlusion include:,Program of energetic movements,Sympathectomy in case of pronounced intermittent claudication,By-pass with autovenous graft,Endarterectomy,Diet,"A,C"
9. CM. Clinical manifestations of the arterio-venouse  fistula of the extremity include:,Dilated varicose veins,Tachycardia in compressing of fistula with finger,Constant murmors,Distally from  fistula develops arterial insufficiency,Low digestive bleeding,"A,C"
10. CM. Trophic changes caused by chronic ischemia include the following:,Lack of clinical manifestations until lumen obliteration fails to reach 90%,Frequent formation of an aneurysm,Coronary or cerebral vascular disease is observed in 30-50% of cases,Often  total occlusion of the aorta takes place in the 7th and 8th decades,Leads to acute pancreatitis,"A,B,C,D"
12. CM. Which of the phenomena listed below is seen in arterio-verous fistulae:,Increased blood volume,Increased pulse pressure,Development of collateral circulation,Reduced cardiac minute – volume,Hepatomegaly,"A,B,C"
13. CM. Congenital arterio-venous fistulae:,Usually located on the extremities,Often are multiple,Lead to loco-regional gigantism,Lead to heart failure,Lead to portal hypertension,"A,B,C"
14. CS. Thrombolytic effect is obtained by administering:,Complamin,Streptaza,Aspirin,Heparin,TPA (tissue plasminogen activator),"B,E"
15. CM. For acute thrombosis of the major artery of the low extremity is characteristicthe following signs:,Paleness,Pain,Edem,Paresthesia,The pulse disappearance,"A,B,D,E"
16. CM. Embolism of the brachial artery may be caused by following :,Mitral stenosis,Acute myocardial infarction,Hheart aneurysm,Abdominal aorta aneurysm,Compression of  the subclavian artery with an additional cervical rib,"A,B,C,E"
17. CS. In the femoral artery embolism with grade III ischemia (leg contraction) the method of choice is:,Urgent embolectomy,Thrombolytic therapy,Therapy with anticoagulants,Symptomatic therapy,Primary leg amputationn,E
18. CS. Amputation as an elective operation in acute limb arterial insufficiency is indicated:,In advanced atherosclerosis of magistral limb vessels with early begining manifestations of acute thrombosis,In  aged patients,Grade IIIb ischemia,Only in Grade IIIc of ischemia,In late patient hospitalization,
"1. CS. In gastro-esophageal reflux, the following statements are true, except:",Alcohol consumption and smoking are important aggravating factors,Is often associated with disordered esophageal motility,A hiatus hernia is invariably present,Barrett’s esophagus may develop,Iron deficiency anemia may occur as a result of chronic blood loss,C
2. CS. Which is more frequent complication of Zenker diverticula:,Hemorrhage,Perforation,Malignancy,Pulmonary complications,Peridiverticula  phlegmon,D
3. CS. Which affirmation regarding to Zenker diverticula is fals?,Is a pulsative diverticula,Is situated in ½ superior of esophagus,The rupture could appear in time of endoscopy,Diverticula walls consists only from  mucosa,Operation is indicated in only symptomathic diverticula,D
4. CS. Which complication is more frequent in esophageal ulcer:,Hemorrhage,Perforation,Stenosis,Malignancy,Pulmonary complications,A
5. CS. Which of the following statements about epiphrenic diverticula of the esophagus is correct:,They are traction diverticula that arise close to the tracheobronchial tree.,They characteristically arise proximal to an esophageal reflux stricture.,The degree of dysphagia correlates with the size of the pouch.,They are best approached surgically through a right thoracotomy.,"The operation of choice is a stapled diverticulectomy, long esophagomyotomy, and",E
6. CS. The best management for a 48-hour-old distal esophageal perforation is:,Antibiotics and drainage.,Division of the esophagus and exclusion of the perforation.,Primary repair with buttressing.,"Resection with cervical esophagostomy, gastrostomy, and jejunostomy.",T-tube fistula and drainage.,C
7. CM. Esophageal syndrome includs following signs:,Regurgitation,Syalorrhea,Hiccup,Dysphagia,Retrosternal pain,"A,B,D,E"
8. CM. Spontaneous rupture of esophagus is manifested by following signs:,Retrosternal pain on swallowing,Nazal voice,Subcutaneous  cervical emphysema,Paradoxal disphagia,Hydropneumothorax,"A,B,C,E"
9. CM. Which affirmations regarding to epiphrenic diverticula are correct:,"Posterior mediastinum contain: trachea, esophagus, vagus nerves, azygos and hemiazygos veins, lymphatic ganglions.","In superior mediastinum are situated: proximal segments of trachea, esophagus and thymus:aortic arch with branches, lymphatic thoracic canal.","In posterior mediastinum are situated: esophagus, thoracic  descendent segment of  aorta; lymphatic thoracic canal,  sympathic and parasympathic nerves,  lymphatic ganglions.","In  middle mediastinum are situated: pericardium, heart, bifurcation of  trachea and main bronchus, pulmonary artery and  vein, lymphatic nodes of trachea bifurcation.","In anterior mediastinum between pericardium and sternum are localized: thymus, vagal nerves, lymphatic thoracic canal, esophagus.","A,C,D,E"
11. CM. Which of the following statements are true concerning esophageal diverticula:,A Zenker’s diverticulum characteristically occurs in older patients,Mediastinal granulomatous disease usually results in a mid-esophageal traction diverticulum which is usually asymptomatic,An epiphrenic diverticulum that presents to the right of the esophagus should be managed via left thoracotomy,Minimally symptomatic epiphrenic diverticula should not be operated upon,Epiphrenic diverticula is associated with achalasia of cardia,"B,C,D"
12. CM. Which of the following statements are true concerning caustic injury to the esophagus:,Alkaline injury is more destructive than acid injury,Acid ingestion is not injurious to the stomach due to its normal acidic pH,Ingested caustic agents rapidly pass through the esophagus and stomach into the small intestine,"Unless perforation occurs, clinical manifestations resolve quickly with initial clinicalimprovement noted",Children are less likely to form a late esophageal stricture than adults,"A,D,E"
13. CM. Spontaneous perforation of the oesophagus:,Occurs after a heavy meal,Usually occurs in a previously abnormal oesophagus,Diagnosis is aided by the presence of mediastinal gas,Diagnosis is confirmed by oesophagoscopy,Is preferably treated conservatively,"A,C"
14. CM. The diagnosis and staging of a carcinoma of the oesophagus should ideally include:,Upper gastrointestinal endoscopy and biopsy,Carcinoembryonic antigen (CEA) level,Oesophagealmanometry,Laparoscopy,Transoesophageal ultrasound and lymph node biopsy,"A,D,E"
15. CM. Achalasia of the cardia:,Is associated with hyperplasia of the lower oesophageal sphincter,Has an absence of ganglion cells in Auerbach's plexus,Presents in children with dysphagia,Diagnosis is confirmed by oesophageal function tests,Cardiomyotomy may relieve symptoms,
