question,option_a,option_b,option_c,option_d,option_e,correct_answers
CS. Indicate the X-ray characteristic of the pulmonary venous hypertensions:,Vessels in the upper lung fields are equal to or greater than the basal,Vessels in the upper lung fields are equal to or less than the basal,Vessels in the upper lung fields become equal to the basal,Dilatation of the pulmonary artery trunk,Spasm of central vessels,A
CM. Select the biomarkers related myocytes injury:,Tropinin I and T,Cardiac fatty acids bound to protein,Creatine kinase - MB,Albumin modified by ischemia,"Interleukins 1, 6","A,B,C,D"
CS. Choose the definition of “cardiac biomarkers sensitivity”:,The power to identify real negative cases,The ability to detect true positive cases,Ability to identify a single disease,Presence of instabil marker in the body,The vulnerability of the marker to the action of environmental factors,B
CS. Choose the definition of “cardiac biomarkers specificity”:,The ability to detect true positive cases,The vulnerability of the marker to the action of environmental factors,Ability to identify a single disease,The power to identify real negative cases,Presence of instable marker in the body,D
CS. What is the left middle arch sign on thoracic radiography?,Ascending aorta,Pulmonary trunk,Descending aorta,Left atrium,Left ventricle,B
CS. Choose what is used in intracavitary ventriculography:,Foley catheter,"""Pigtail"" catheter",Sleep probe,Swan-Ganz probe,Judkins catheter,B
CM. Select the biomarkers related to neurohumoral abnormalities:,Peptide heart natriuretics,Renin - angiotensin-aldosterone,Adrenergic nervous system,Arginine vasopressin,Mielloproteases,"A,B,C,D"
CM. Select the biomarkers related myocytes injury:,Tropinin I and T,Cardiac fatty acids bound to protein,Creatine kinase - MB,Albumin modified by ischemia,"Interleukins 1, 6","A,B,C,D"
CM. Select the biomarkers related to interstitial remodeling matrix:,Myosin - light chain kinase,C-reactive protein,Matrix metalloproteinases,Tissue inhibitors of metalloproteinases,Peptide procollagen I,"C,D,E"
CM. Select the biomarkers related to inflammation:,Albumin modified by ischemia,C-reactive protein,Tumour necrosis factor alpha,Fas (APO-1),"Interleukins 1, 6 and 8","B,C,D,E"
CM. Select the biomarkers related to oxidative stress:,Oxidized low density lipoprotein,Mielloproteases,Melondialdehyde,C-reactive protein,Tumour necrosis factor alpha,"A,B,C"
CM. Select the biomarkers related to neurohumoral abnormalities:,Peptide heart natriuretics,Renin - angiotensin-aldosterone,Adrenergic nervous system,Arginine vasopressin,Mielloproteases,"A,B,C,D"
CM. Indicate the suggesting diagnosis provided by ECG:,Acute Coronary Syndrome,Arrhythmias,Dilated cardiomyopathy,Conductibility disorders,Dyselectrolytemia,"A,B,C,D"
CM. Choose what includes radionuclide imaging in cardiology:,Myocardial perfusion scintigraphy,Radionuclide ventriculography,ECG Holter,Positron emission tomography,Ergometry,"A,B,D"
CM. Indicate the correct statements about left ventricular hypertrophy:,ST segment elevation on ECG,It is an independent prognostic parameter value,It is important for risk stratification in hypertensive patients,Lower sensitivity of ECG compared to echocardiography,No changes on ECG,"B,C,D"
CM. Select what condition can influence quality of ECG:,Chronic lung disease,Incorrect placement of electrodes,Obesity,Renal involvement,Respiratory movements,"A,B,C,E"
CM. Choose what includes radionuclide imaging in cardiology:,Myocardial perfusion scintigraphy,Radionuclide ventriculography,ECG Holter,Positron emission tomography,Ergometry,"A,B,D"
CM. Thick the main ECG criteria for diagnosis of left ventricular hypertrophy:,Sokolow-Lyon,Duck,Wenckebah,Cornell,Mobitz,"A,B"
CM. Select the absolute contraindications for ECG stress test:,Acute aortic dissection,Headache,Physical or mental disorders,Myocardial infarction (within 2 days after onset),Acute pulmonary embolism,"A,D,E"
CM. Indicate what is used for perfusion in imaging:,Technetium 99,Vasovist,Thallium 201,TESLASCAN,BaSO4,"A,C"
CM. Choose what includes radionuclide imaging in cardiology:,Myocardial perfusion scintigraphy,Radionuclide ventriculography,ECG Holter,Positron emission tomography,Ergometry,"A,B,D"
CM. Select the indication for transesophageal echocardiography:,Detection of small vegetation in infective endocarditis,Detecting of sources of embolism,Evaluation of congenital heart disease,Evaluation of aortic prostheses,Hypertension,"A,B,C"
CM. Mention the contrast agents used in CT examination in cardiology:,Silicon,OMNIPAQUE,Visipaque,Technetium,Ultravist,"A,B,C"
CM. Tick the physiological limitations of CT investigation:,The presence of arrhythmias,Sinus tachycardia,The presence of calcifications,The cost of the contrast,Irradiance dose,"A,B,C,E"
CM. Select what magnetic resonance imaging allows to diagnose:,Hypertension,Myocarditis,Cardiomyopathy,Valvulopathy,Angina pectoris,"B,C,D"
CM. Indicate the main indications for ambulatory ECG monitoring:,Unexplained palpitations,Assessment of antiarrhythmic therapy,Cardiac tamponade,Pericardial effusion,Patients with unexplained syncope,"A,B,E"
CM. Choose the X-ray characteristics of arterial pulmonary hypertension:,Vessels in the upper lung fields are equal to or greater than the basal,Vessels in the upper lung fields are equal to or less than the basal,Vessels in the upper lung fields become equal to the basal,Dilatation of the pulmonary artery trunk,Pulmonary hilum is large due to very dilated central vessels compared with peripheral ones,"D,E"
CM. Indicate echocardiography advantages:,It provides accurate information about structure and function of the heart,It is widely available,It is easily repeatable if necessary,It is invasive method,It is cost-effective,"A,B,C,E"
CM. Select the main methods used for routine echocardiography:,Echocardiography in M regime,Transesophageal echocardiography,2D echocardiography (two-dimensional),Doppler echocardiography,3D echocardiography,"A,C,D"
CM. Mention which of the following should be determined to assess pulmonary circulation:,Right pulmonary diameter,Distribution of pulmonary circulation,Spirography results,It can't be appreciated,Diameter of aorta,"A,B"
CM. Select types of potential serological biomarkers present in cardiovascular disease:,Myocytes injury markers,Markers of inflammation,Oxidative stress markers,Electric markers,Psychological stress markers,"A,B,C"
CM. Choose the myocyte injury markers:,C-reactive protein,Troponin I and T,Myosin light chain kinase,Malondialdehyde,B natriuretic peptide,"B,C"
CM. Choose myocyte stress markers:,B natriuretic peptide,Malondialdehyde,Proadrenomedulina,Troponin I and T,Interleukins,"A,C"
CS. Choose the complication of chronic renal failure:,Hypertrophic cardiomyopathy,Uremic pericarditis,Angina pectoris,Miocarditis,Valvurar heart disease,B
CS. Select the group of drug used in treatment of viral pericarditis:,Antibiotics,NSAIDs,Chemotherapy,b-blokers,Antifungial,C
CS. Choose the most important auscultation feature in constrictive pericarditis:,Noise of a falling drop,Diastolic knock,Gallop rhythm,Systolic blast,2nd sound at aortic valve auscultation,B
CS. Select the cause of cardiac tamponade:,Basal pneumonia,Mitral insufficiency,Uremia,Hypertension,Paroxysmal ventricular tachycardia,C
CS. Choose the group of drugs used in septic pericarditis treatment:,Antibiotics,Diuretics,Analgesics,Antihypertensive,Diuretics,A
CM. Select the laboratory tests used for the diagnosis of acute pericarditis:,Serological - HIV,Hepatic enzymes,Lipid profile,Electrolytes assessment,"Tuberculin testing, viral markers","A,E"
CM. Select the factors that determine the quantity of pericardial effusion:,Patient's age,Absolute volume of effusion,Physiological properties of the pericardium,The time of fluid accumulation,Heart rate,"B,C,D"
CS. What are ECG characteristic of 3rd stage acute pericarditis?,"Negative T waves in I, II, aVL","Negative T waves in aVR, V1, V2","ST segment depression in aVR, V1, V2","ST segment elevation in aVF, V3 - V6","Segment PR depression in aVR, V1, V2",A
CM. What are diagnostic methods in acute pericarditis?,EcoCG,Chest radiography,Radionuclide study,Stress - test,Ventriculography,"A,B,C"
CM. Indicate the ECG characteristics of first stage acute pericarditis:,"Inverted T wave in aVR, V1-V2","T wave is positive in I, II, aVL","ST segment elevation in aVF, V3-V6","T is negative in I, II, III, aVL","T is positive in aVR, V1-V2","A,B,C"
CM. Select the laboratory tests used for the diagnosis of acute pericarditis:,Serological - HIV,Hepatic enzymes,Lipid profile,Electrolytes assessment,"Tuberculin testing, viral markers","A,E"
CM. Select the factors that determine the quantity of pericardial effusion:,Patient's age,Absolute volume of effusion,Physiological properties of the pericardium,The time of fluid accumulation,Heart rate,"B,C,D"
CM. Choose the criteria of cardiac tamponade:,Increased pressure in the pericardium,Progressive limitation of ventricular diastolic filling,Reduction of stroke volume and cardiac output,Increased systolic volume,Increase in stroke volume and cardiac output,"A,B,C"
CM. Indicate the clinical features of heart tamponade:,Diaphoresis,Chest pain,Hypertension,Tachycardia,Musset sign,"A,B,D"
CM. Select the methods of diagnosis in cardiac tamponade suspicion:,Chest X-ray,EcoCG,Urography,Ophthalmoscopy,Pericardiocentesis,"A,B,E"
CM. Choose the mechanisms of uremic pericarditis:,Parathyroid gland hyperfunction,Hypercorticism,Hypoglycemia,Increasing of nitric catabolism metabolites,Increaseing of protein anabolism metabolites,"A,D"
CM. Select the neoplastic diseases leading to pericardial effusion:,Lung cancer,Leukemia,Ovarian cyst,Intestinal polyposis,Leiomyosarcoma,"A,B,E"
CM. Choose the heart involvement in neoplastic metastasis:,Extension of mediastinal malignant mass to the pericardium,Diffuse pericardial thickening and tumor infiltration,Heteregeneous lipid streaks,Local depigmentation,Local infiltration of the pericardium,"A,B,E"
CM. Which are pericarditis complications?,Myocardial infarction,Recurrent episodes of pericardial inflammation,Hypertension,Cardiac tamponade,Constrictive pericarditis,"B,D,E"
CM. Which laboratory investigations are performed in case of acute pericarditis?,Osteodensitometry,Bone scintigraphy,Chest radiography,EcoCG,ECG,"C,D,E"
CS. Choose the most common cause of angina pectoris:,Bacterial infection,Viral infection,Bleeding,Atherosclerosis,Congenital diseases,D
CM. Select the painful forms of the heart diseases:,Acute myocardial infarction,Old myocardial infarction,Silent angina pectoris,Vasospastic angina pectoris,Postinfarction angina pectoris,"A,D,E"
CM. Choose the correct statements about progressive angina:,Pain is more frequent that in previous days,Pain is longer duration as in previous days,Pain occurring in bigger effort than in previous days,Pain is ameliorated at rest,Pain occur at small effort and at rest as in previous days,"A,B,E"
CM. Choose correct statements for vasospastic angina:,Pain is caused by stress,Pain is longer than 15 minutes,Pain is mandatory is caused by physical exercise,Pain is caused by cold temperature,Pain occur in bigger effort than in previous days,"A,B,D"
CS. Choose the correct statement about early post-infarction angina:,Angina appeared after 3 weeks of acute myocardial infarction,Angina occurred after 14 weeks of acute myocardial infarction,Angina occurred in the 10th day after acute myocardial infarction,Angina occurred in the 20th day after acute myocardial infarction,Angina occurred in the 30th days after acute myocardial infarction,C
CM. Choose the correct statements about late post-infarction angina:,Angina appeared the first time after 3 weeks acute myocardial infarction,Angina occurred the first time after 14 weeks acute myocardial infarction,Angina occurred in the 10 days after acute myocardial infarction,Angina occurred in the 2 days after acute myocardial infarction,Angina occurred in the 30 days after acute myocardial infarction,"D,E"
"CM. Which factors, with procoagulant action, are part of the ischemic heart diseases pathogenesis?",Tissue thromboplastin,Willebrand factor,Endogen heparine,Platelet activating factor,Collagen formation,"A,B,C,D"
CS. Indicate the ECG characteristic of myocardial ischemia:,QRS deflection,Horizontal or down-sloping ST segment depression,PQ interval shortening,P wave amplitude decrease,ST segment elevation,B
CM. Choose the correct statements about ischemic heart disease:,Pathological proces is localized in pericardium,Process is always acute,Pathological process is in the coronary artery system,Over 90 % are caused by atherosclerosis,Blood circulation in the myocardium is increased,"C,D"
CM. Select the modifiable risk factors for ischemic heart disease:,Age,Smoking,Hypertension,Family history,Obesity,"B,C,E"
CM. Choose the correct statements about effort angina pectoris:,Transient attacks of pain,Permanent pain,Pain increase by palpation of chest region,Caused by imbalance between myocardial oxygen supply and demand,Pain elieves at rest or during 5 min after administration of nytroglicerin,"A,D,E"
CM. Mention the characteristic of angina de novo:,It is a type of stable angina,It is clinical variant of myocardial infarction,It is present one month since the first episode,Painful syndrome is more intense,It is a type of unstable angina,"A,C,E"
CS. With what is related functional class of effort angina?,Patient age,Disease duration,Physical activity tolerance,Treatment given,Smoking,C
"CS. Frequent episodes of angina, that increase in intensity and duration is typical for:",Silent angina pectoris,Unstable angina pectoris,Vasospastic angina pectoris,Effort angina de novo,Stable effort angina,B
CS. What type of angina is caused by coronary spasm:,Effort angina,De novo effort angina,Vasospastic angina pectoris (Prinzmetal),Worsening angina,Silent angina,C
CM. Select the modifiable risk factors for ischemic heart disease:,Age,Smoking,Hypertension,Family history,Obesity,"B,C,E"
CM. Select the non-modifiable risk factors for ischemic heart disease:,Lack of physical activity,Smoking,Age,Family history,Diet high in saturated fats,"C,D"
CS. Indicate which type of dyslipidemia (by Fredrickson) is associated strongly with coronary atherosclerosis:,Type I,Type II and III,Type I,Type I and IV,Type III,B
"CS. What is the 3rd functional class of stable angina, according to Canadian Cardiovascular Society classification?","Slight limitation, with angina only during vigorous physical activity","Moderate limitation, symptoms with everyday living activities",Angina only during strenuous or prolonged physical activity,"Inability to perform any activity without angina or angina at rest, ie, severe limitation",Accesses are long- up to 30 min,B
CM. Select the characteristics of microvascular angina:,Caused by small coronary arteries and arterioles dysfunction,Caused by infection,Cardiac catheterization show normal or minimal atherosclerosis of coronary arteries,Caused by vascular spasm,Might be caused by systemic collagen vascular diseases,"A,C,E"
CS. Indicate the endothelial factor with most powerful vasoconstrictor effect:,Prostacyclin,Endothelin,Angiotensin II,Nitrous oxide,Thromboplastin,B
"CM. Which factors, with procoagulant action, are part of the ischemic heart diseases pathogenesis?",Tissue thromboplastin,Willebrand factor,Endogen heparine,Platelet activating factor,Collagen formation,"A,B,C,D"
CS. Indicate the ECG characteristic of myocardial ischemia:,QRS deflection,Horizontal or down-sloping ST segment depression,PQ interval shortening,P wave amplitude decrease,ST segment elevation,B
CM. Choose the indication for Exercise Stress Test:,To appreciate patient's quality of life,To classify functional class of angina pectoris,To confirm diagnosis of angina pectoris,To diagnose the myocarditis,To diagnose acute myocardial infarction,"B,C"
CS. What diagnostic method is used for coronary artery tree anatomy evaluation?,Exercise stress testing,ECG at rest,Coronary angiography,Holter ECG monitoring,Echocardiografy,C
CM. What information offers echocardiography?,Chambers diameters,Determining the number of extrasystoles,Pericardium state,Assessment of interventricular septum thickness,Cusps state,"A,C,D,E"
CS. Choose the Blood Pressure level in acute myocardial infarction with cardiogenic shock:,Elevated,Various from case to case,Obviously low,Normal,Obviously increased,C
CS. Select the main clinical feature of acute myocardial infarction:,Dizziness,Retrosternal pain lasting more than 20 minutes,Vomiting,Fatigue,Chest pain lasting 10 minutes,B
CS. Select the most common side effect of nitrates:,Vertigo,Sleepiness,Abdominal pains,Headache,Swelling on legs,D
CM. Select the contraindications for β-blockers administration:,Sinus tachycardia,Sinus bradycardia,Complete AV block,Hypertension,Hypotension,"B,C,E"
CS. Select the main clinical feature of acute myocardial infarction:,Dizziness,Retrosternal pain lasting more than 20 minutes,Vomiting,Fatigue,Chest pain lasting 10 minutes,B
CS. Select the first-choice antiplatelet drug used in ischemic heart disease:,Ticlopidine,Dipyridamole,Pentoxifylline,Acetilsalicilic acide,Nicotinic acid,D
CS. To which drug group “SIMVASTATIN” belongs?,Antiplatelet,Lowering cholesterol,Methabolic,Hypotensive,Vasodilators,B
CM. What are the correct statements about acute myocardial infarction?,It is myocardial necrosis,It is a process caused by occlusion of a coronary artery,It is one of the most common causes of mortality in the middle age,Pathological process is rreversible in 80-90 % of cases,It is inflamation of myocardium,"A,B,C"
CS. Indicate the localization of myocardial infarction in right coronary artery occlusion:,Anterior,Antero- septal,Inferior,Extended anterior,Apical,C
CS. Select the main clinical feature of acute myocardial infarction:,Dizziness,Retrosternal pain lasting more than 20 minutes,Vomiting,Fatigue,Chest pain lasting 10 minutes,B
CS. What heart size change is detected by percussion in acute myocardial infarction?,Deviated to the right,Usually normal or a little deviated to the left,Always is normal,Normal or a little deviated to the right,Normal or a little deviated to the left,B
CS. Choose the Blood Pressure level in acute myocardial infarction with cardiogenic shock:,Elevated,Various from case to case,Obviously low,Normal,Obviously increased,C
CM. Select the earliest signs of ST elevation segment in acute myocardial infarction on ECG:,Peaked T waves,ST segment depression,ST segment elevation,ST segment returns to isoline,T wave stabilization,"A,C"
CS. What “ST segment elevation” shows in acute myocardial infarction?,Area of necrosis,Ischemic area,Damage area,Parietal thrombus,Cardiogenic shock,C
CM. Choose the correct statements about initial phase of acute myocardial infarction:,Lasts several hours,Lasts several weeks,ST segment elevation,Izoelectrical ST segment,Presence of pathological Q wave,"A,C"
CM. Select the earliest signs of ST elevation segment in acute myocardial infarction on ECG:,Peaked T waves,ST segment depression,ST segment elevation,ST segment returns to isoline,T wave stabilization,"A,C"
CS. In which ECG leads will be changes in case of anteroseptal myocardial infarction?,V3 -V4,V1-V3,V1-V4,"II, III, AVF","V 5-V6, I, AVL",B
CS. In which ECG leads will be changes in case of inferior myocardial infarction?,V3 -V4,V1-V2,V1-V4,"II, III, AVF","V5-V6, I, AVL",D
CM. Indicate the first emergency measures recommended in acute myocardial infarction:,Sublingual nitroglycerin,Aspirin 250-500 mg,Antibiotics,Amiodaron,Oxygen,"A,B,E"
CM. Select the ECG signs for acute myocardial infarction:,T wave inversion,Pathologic Q waves in the ECG,Appearance of complete SA block,Depression of ST segment,ST segment elevation lasting > 24 hours,"B,E"
CS. Indicate the laboratory changes included in diagnosis of acute myocardial infarction:,C-reactive protein increase,Dislipidemia,Rise cardiac biomarkers,Increased ESR,Leukocytosis,C
CS. Indicate the criteria of differential diagnosis of acute myocardial infarction and unstable angina pectoris:,Character of pain,Time of angina syndrome,Increasig of cardiac troponin,Effect of nitroglycerin administration,Blood pressure,C
CM. Indicate the criteria to differentiate of acute pericarditis with the acute myocardial infarction:,Increasind of pain to deep breathing,Appearance of pathological Q wave,Increasing of cardiac troponin,ST segment elevation is consistent in all derivations,ST segment elevation shound be found in two contiguous leads,"B,C,E"
CM. Choose the mechanical complications of acute myocardial infarction:,Dressler syndrome,Rupture of the heart wall,Left ventricle aneurysm,Cardiogenic shock,Ventricular arrhythmias,"B,C,E"
CS. Indicate the localization of acute myocardial infarction complicated more frequently by AV block:,Inferior,Anterior,Lateral,Septal,Anteroseptal,A
CS. Mention what is involved in postinfarction Dressler syndrome:,Myocardium,Pericardium,Endocardium,Mediastinum,Vessels,B
CM. Indicate the first emergency measures recommended in acute myocardial infarction:,Sublingual nitroglycerin,Aspirin 250-500 mg,Antibiotics,Amiodaron,Oxygen,"A,B,E"
CM. Select what is included in reperfusion treatment of acute myocardial infarction:,Thrombolytic drugs,Antyplatelets,Anticoagulants,Coronary angioplasty,ACE inhibitors,"A,D"
CS. Indicate the dose of intavenous bolus of unfractionated heparin recommended in acute myocardial infarction:,12 U/kg,60 U/kg,100 U/kg,25 U/kg,Decizion of the physician,A
CM. Select the drug from thrombolytic group recommended in acute myocardial infarction:,Heparin,Streptokinase,Alteplase,Aspirin,Reteplase,"B,C,E"
CM. Indicate what included secondary prevention of acut myocardial infarction:,Statins,Antiplatelet therapy,β-blockers,Anticoagulants,Diuretics,"A,B,C"
CS. Indicate what represents systemic blood pressure:,The product between cardiac output and peripheral resistance,The product between heart rate and preload,Is the product between intrinsic myocardial contractility and preload,The product between heart rhythm and preload,The product between heart valve competence and postload,A
CM. Indicate the determinants of cardiac output:,Intrinsic myocardial contractility,Frequency and heart rate,Preload,Activity of the autonomic nervous system,Activity of the central nervous system,"A,B,C,D"
CM. Select what determune  vascular resistance:,Blood viscosity,The length of the arterial segment,Hyperinsulinemia,Renal retention of water and salt,Vascular lumen,"A,B,E"
CS. Indicate the sign of hypertensive vascular remodeling:,Vasoconstriction,Increased arterial stiffness,Increasing the mean thickness relative to the diameter of the vascular lumen,Reengaged smooth muscle cells,Vascular smooth muscle hypertrophy,A
CS. Indicate the value of intima-media index as subclinical target organs involvment in hypertension:,> 0.5 mm,> 0.6 mm,> 0.7 mm,> 0.8 mm,> 0.9 mm,E
CM. Indicate the values of ankle-arm index as subclinical damage of vassels in hypertension:,> 1.3,< 0.12,< 0.11,< 0.10,< 0.9,"A,E"
CM. Select the criteria for subclinical kidney damage in hypertension:,Decreasing of glomerular filtration rate <60 ml/min/1.73 m2,Decreasing of creatinine clearance  <60 ml/min,Decreasing of glomerular filtration rate > 80 ml/min/1.73 m2,Decreasing of creatinine clearance > 80 ml / min,Microalbuminuria 30 - 300 mg/24h,"A,B,E"
CS. Indicate the velocity of the carotid-femoral pulse in subclinical organ damage in hypertension:,> 8 m/s,> 9 m/s,> 10 m/s,> 11 m/s,> 12 m/s,B
CS. Choose the dieta recommended in hypertension:,Potassium-rich food,Magnesium-rich food,Calcium-rich food,Iron-rich food,Sodium-rich food,A
CS. Indicate NOT recommended combination of drugs in patients with metabolic syndrome:,Beta blocker and thiazide diuretics,Calcium channel blocker and conversion enzyme inhibitors,Calcium channel blocker and angiotensin receptor antagonist,Calcium channel blocker and thiazide diuretic,Beta blocker and calcium channel blocker,A
CM. Select the drugs recommended in isolated systolic hypertension in the elderly:,Diuretics,Calcium channel blockers,Alpha-1 blockers,Alpha-2 agonists with central action,Direct vasodilators,"A,B"
CS. Indicate the group of drugs delay the occurrence of nephropathy in hypertension with diabetes:,Beta blockers,Thiazide diuretics,Diuretics that save potassium,Aldosterone Receptor Antagonists,Conversion enzyme inhibitors,E
CM. Indicate the drugs recommended in high blood pressure in pregnancy:,Metildopa,Conversion enzyme inhibitors,Sartans,Amiodarone,Calcium channel blockers,"A,E"
CS. Indicate the elective drug used in hypertension with aortic dissection:,Captopril,Enalapril,Lisinopril,Ramipril,Nitroprusside of sodium,E
CM. Indicate the mechanism of increasing blood pressure by angiotensin II:,Stimulation of γ-aminobutyric acid,Stimulation of aldosterone secretion,Increasing central sympathetic tone,Facilitating the release of noradrenaline,Vasoconstriction,"A,B,C,D"
CS. Indicate the antiplatelet dose of acetylsalicylic acid:,25-50 mg/day,50-65 mg/day,75-100 mg/day,110-150 mg/day,325 mg/day,C
CS. Indicate the antiplatelet mechanism of acetylsalicylic acid:,Inhibiting of hepatic cytochrome oxidases,Inhibiting of serotoninergic action,Inhibiting of H1 receptors,Inhibiting of H2 receptors,Inhibiting synthesis of thromboxane A2,E
CS. Mention the clinical characteristic of the I stage of hypertension:,Ventricular hypertrophy,Generalized or local narrowing of the retinal artery,Proteinuria and/or mild increases in serum creatinine,Lack of signs of damage of the target organs,Atherosclerotic plaques demonstrated angiographically,D
"CS. Indicate the cause of ""Salus-Gunn""/cross sign in hypertension:",Linear or oval bleeding in the retina,Retinal edema,Diffuse edema of the optic nerve papilla,Local spasm or generalized narrowing of the retinal arteries,Local compression of the veins by the twisted arteries in the place of their crossing,E
"CS. Indicate what show the cross sign or ""Salus-Gunn"" in hypertensive patients:",Short-term hypertension,Long-term hypertension,Macular haemorrhage,Marked papillary edema,Foggy view,B
CM. Mention the clinical characteristics of the II stage of hypertension:,Left ventricular hypertrophy,Generalized or local narrowing of the retinal artery,Stroke,Moderate proteinuria and/or mild increases in plasma creatinine,Atherosclerotic plaques demonstrated angiographically or ultrasonographically,"A,B,D,E"
"CS. Indicate what reflects the ""gallop rhythm"" by auscultation in hypertensive patients:",Atherosclerotic lesions of mesenteric arteries,Affected ventricular compliance,Arterial lesions that occur in systemic vasculitis,Malignant hypertension,Reflects kidney damage,B
CS. Indicate the value of isolated systolic hypertension:,"Systolic blood presure130 - 139, diastolic 85 - 89 mmHg","Systolic blood presure ≥180, diastolic ≥110 mmHg","Systolic blood presure≥140, diastolic <90 mmHg","Systolic blood presure160 - 179, diastolic 100 - 109 mmHg","Systolic blood presure 140 - 159, diastolic 90 - 99 mmHg",C
CS. Mention what indicate the marked jugular turgescence in patients with hypertension:,Aortic Coarctation,Truncular obesity,Biventricular serious decompensation,Cushing's Syndrome,Superficial thrombophlebitis,C
CM. Choose the typical symptoms in hypertension:,Headache,Diarrhea,"Neuropsychic manifestations (irritability, anxiety, asthenia)","Visual and auditory disorders (blurred vision, scotomas, tinnitus)",Constipation,"A,C,D"
CS. Mention what signals the pulse asymmetry at the upper limbs in hypertension:,Hypertensive crisis,Aortic dissection,Obesity,Astenic personality,Cerebrovascular damage,B
CS. Indicate the II degree (moderate) of hypertension:,"Systolic blood pressure ≥ 140, diastolic <90 mmHg","Systolic blood pressure 160-179, diastolic 100 - 109 mmHg","Systolic blood pressure 130-199, diastolic 85 - 89 mmHg","Systolic blood pressure 140-159, diastolic 90 - 99 mmHg","Systolic blood pressure ≥ 180, diastolic ≥ 110 mmHg",B
CS. Indicate the III degree (severe) hypertension:,"Systolic blood pressure ≥140, diastolic <90 mmHg","Systolic blood pressure 160-179, diastolic 100-109 mmHg","Systolic blood pressure 130-199, diastolic 85-89 mmHg","Systolic blood pressure 140-159, diastolic 90-99 mmHg","Systolic blood pressure ≥ 180, diastolic ≥110 mmHg",E
CM. Indicate the X-ray signs of venous pulmonary congestion in hypertension:,Emphasis of the lung drawing on the account of the vascular component,"""Image of 3""",Interstitial lung edema,Alveolar pulmonary edema,Coastal erosion,"A,C,D"
CM. Indicate the X-ray signs of aortic coarctation:,"""Image of 3""",Emphasis of the lung drawing on the account of the vascular component,Interstitial lung edema,Alveolar pulmonary edema,Coastal erosion,"A,E"
CM. Mention what included the brain damages in III stage of hypertension:,Transient ischemic attack,The stroke,Advanced hypertensive encephalopathy,Generalized or local narrowing of the retinal artery,Intermittent claudication,"A,B,C"
CS. Indicate what suggest diastolic murmur by auscultation at aortic point in hypertension:,Aortic stenosis,Aortic dissection with proximal extension to the aortic valve,Impaired cardiac compliance,Increase of telediastolic pressure in LV,The presence of noise III and IV in heart auscultation,B
CM. Choose the characteristics for hypertension in Cushing's syndrome:,Truncal obesity (androgen redistribution of adipose tissue),"""Full moon face""",Skin atrophy with manifest vascular drawing,Rosacea in the lower abdomen,"""Livedo reticularis""","A,B,C,D"
CS. Indicate the ECG sign of the Socolov - Lyon Index in hypertension:,Increased R wave voltage in all thoracic branches,S(V1) + R(V5 or V6) ≥ 35 mm,The T wave is flattened or negative,Depressed ST segment,Deviation of the heart shaft (AEC) to the left,B
CS. Indicate the I degree (mild) hypertension:,"Systolic blood pressure ≥ 140 mmHg, diastolic blood pressure <90 mmHg","Systolic blood pressure 160 - 179 mmHg, diastolic blood pressure 100 - 109 mmHg","Systolic blood pressure 130 - 199 mmHg, diastolic blood pressure 85 - 89 mmHg","Systolic blood pressure 140 - 159 mmHg, diastolic blood pressure 90 - 99 mmHg","Systolic blood pressure ≥ 180 mmHg, diastolic blood pressure ≥ 110 mmHg",D
CM. Shoose the criteria used to assess cardiovascular risk in patients with hypertension:,Total cholesterol,HDL-cholesterol,C-reactive protein,Abdominal obesity,Smoking,"A,B,D,E"
CM. Indicate the clinical features of hypertensive cardiopathy:,Palpitations,Fever,Syncope,Dyspnea on exertion,Deafness,"A,D"
CM. Mention the ECG characteristics of monomorphic extrasystoles:,Coupling intervals are different,"Extrasystoles, in the same deviation, have a different shapes",Extrasystoles are from the same outbreak,Coupling intervals are equal,Extrasystoles are from different outbreaks,"C,D"
CS. Indicate the ECG sign of ventricular extrasystole:,Norrow QRS complex,Incomplete compensatory pause,"PQ interval less than 0,12 sec",Negative P wave after QRS complex,Absence of P wave,E
CS. Indicate the ECG sign of the upper atrioventricular extrasystole:,"P-Q interval more than 0,20 sec",Abnormal QRS complex,"Negative P wave in II, III before QRS complex","Negative P wave in DII, DIII after QRS complex",Full compensatory pause,C
CS. Indicate the ECG sign of the middle atrioventricular extrasystole:,Abnormal QRS complex,"Negative P wave in II, III after QRS complex",P waves embedded in QRS complex,Full compensatory pause,"Negative P wave in II, III before QRS complex",C
CS. Indicate the ECG sign of lower atrioventricular extrasystole:,Absence of P wave,Abnormal QRS complex,Full compensatory pause,Negative P wave after QRS complexul,"PQ interval more than 0,2 sec",D
CM. Select the type of extrasystoles according periodicity:,Bigeminy,Trigeminiy,Quadrigeminy,Monomorphic,Polymorphic,"A,B,C"
CS. Indicate the mechanism of action of Class I antiarrhythmic drugs:,Potassium channel blockers,Sodium channel blockers,Calcium channel blockers,β-blockers,Potassium channel blockers,B
CS. Note the mechanism of action of Class II antiarrhythmic drugs:,Potassium channel blockers,Sodium channel blockers,Calcium channel blockers,β-blockers,Potassium channel blockers,D
CM. Note the mechanisms of action of Class III antiarrhythmic drugs:,Potassium channel blockers,Sodium channel blockers,Calcium channel blockers,β-blockers,Potassium channel blockers,"A,E"
CS. Tick the mechanism of action of Class IV antiarrhythmic drugs.,Potassium channel blockers,Sodium channel blockers,Calcium channel blockers,β-blockers,Potassium channel blockers,C
