question,option_a,option_b,option_c,option_d,option_e,correct_answers
Indicate the characteristics of Crohn's disease:,Transmural inflammation,Just mucosal inflammation,Inflammation of any segment of the gastrointestinal tract,Inflammation of continuous fashion,Inflammation of discontinuous fashion (skip lesions),"A,C,E"
Select the areas with the higher prevalence of inflammatory bowel diseases:,Urban,Rural,High socioeconomic level,Low socioeconomic level,Low hygienic level,"A,C"
Indicate the major pathogenetic factors in inflammatory bowel diseases:,Viral infection,Intestinal misrobiota,Genetic factors,Environmental factors,Immune factors,"B,C,D,E"
Choose skin extraintestinal manifestations of inflammatory bowel diseases:,Erythema nodosum,Pyoderma gangrenosum,Dermatitis herpetiformis,Exema,Lichen planus,"A,B"
Indicate the main clinical features of ulcerative colitis:,Constant dull abdominal pain,Bloody diarrhea,Rectal bleeding,Urgency and frequent trips to the toilet,Predefecational cramps,"B,C,D,E"
Select common complications of ulcerative colitis:,Massive bleeding,Stenosis,Abdominal abscess,Perforation with peritonitis,Toxic dilatation of the colon (toxic megacolon),"A,D,E"
Select endoscopic features of ulcerative colitis:,Continuous lesions from rectum to proximal parts of colon,Fibrinous membrane,Discontinuous lesions,Loss of mucosal vascularity,Superficial ulcerations,"A,D,E"
Select the main clinical features of Crohn's disease:,Abdominal pain,Rectal bleeding,Diarrhea,Weight loss,Pruritus,"A,C,D"
Indicate the common complications of Crohn's disease:,Intestinal strictures and obstruction,Fistulization,Abdominal abscess,Paucitis,Toxic dilatation of the colon (toxic megacolon),"A,B,C"
Choose the endoscopic features of Crohn's disease:,Diffuse mucosal friability,Aphthoid ulcerations,Deep linear ulcers,"""Cobblestone"" pattern",Large superficial ulcerations,"B,C,D"
Choose pathogenetic treatment of inflammatory bowel diseases:,5-ASA,Anticholinergics,Corticosteroids,Anti-TNF agents,Thiopurins,"A,C,D,E"
Select the criteria for chronic diarrhea:,Complain of excessive straining,Passage of abnormally liquid or unformed stools at an increased frequency,Stool weight >200 g/day,>4 weeks in duration,>4 months in duration,"C,D,E"
Indicate the criteria for fecal incontinence :,More then three bowel movements per day,The involuntary discharge of rectal contents,Most often caused by neuromuscular disorders,The passage of stool totaling <200 g/day,Stool weight >200 g/day,"B,C"
Choose the functional esophageal disorders:,Functional heartburn,Gastro-esofagial reflux disease,Functional dysphagia,Acalazia,Globus,"A,C,E"
Select criteria for functional dyspepsia according to Rome IV:,Bothersome postprandial fullness,Early satiation,Epigastric pain,Flatulence,Epigastric burning,"A,B,C,E"
Select alarm features that exclude functional gastrointestinal disorders:,Unexplained weight loss,Fever,Gastrointestinal blood loss,Diarrhea,Vomiting,"A,B,C"
Select the characteristics of functional gallbladder disorders:,Episodes of pain lasting 30 minutes or longer,Short-term spastic pain,"The pain builds up to a steady level, being moderate to severe enough to interrupt the patient's daily activities or dream",Mild-moderate pain without nocturnal symptoms,Pain is associated with nausea and vomiting,"A,C,E"
Indicate the clinical features of irritable bowel syndrome:,Diarrhea,Constipation,Abdominal pain,Malabsorbtion symptoms,Pain or diarrhea awakening the patient from sleep,"A,B,C"
Choose the possible treatment of irritable bowel syndrome:,Selective smooth-muscle antispasmodics,Anxiolytic agents and antidepressants,Nonsteroidal antiinflammatory drugs,Fiber supplements or lactulose,Surgery,"A,B,D"
Select the signs for pseudodiarrhea:,Increased frequency of defecation without increased stool weight,"Frequent elimination of mucus and pus, without feces",Normal frequency of defecation with increased stool weight,Frequent elimination of feces with mucus and pus,Increased frequency of defecation with increased stool weight,"A,B"
Indicate the pathophisiological types of acute diarrhea:,Secretory,Osmotic,Inflammatory,Dismetabolic,Due to intestinal dysmotility,"A,B,C,E"
Select the clinical characteristics of secretory diarrhea:,Large volume watery diarrhea,Improvement with fasting,"No pus, no blood",Little or no response to fasting,Small stool osmotic gap (<50 mOsm),"A,C,D,E"
Indicate the diseases which evaluate with secretory diarrhea:,Cholera,VIP-tumor,Carcinoid syndrome,Pancreatic insufficiency,Chron’s disease,"A,B,C"
Choose the clinical characteristics of osmotic diarrhea:,Improvement with fasting,Little or no response to fasting,No blood or pus,Malabsorption syndrome,Increased osmotic gap in fecal (>50 mOsm),"A,C,D,E"
Indicate the diseases which evaluate with osmotic diarrhea:,Pancreatic insufficiency,Celiac disease,Lactase deficiency,Short bowel syndrome,Carcinoid syndrome,"A,B,C,D"
Select the clinical characteristics of inflammatory diarrhea:,Large volume watery diarrhea,Fever,Abdominal pain,Blood in stool,Leucocytes in stool,"B,C,D,E"
Indicate the diseases which evaluate with inflammatory diarrhea:,Cholera,Carcinoid syndrom,Ulcerative colitis,Crohn's disease,Pancreatic insufficiency,"C,D"
Choose the clinical characteristics of diarrhea due to intestinal dysmotility:,Large volume watery diarrhea,No large volume unformed stool,Alternating diarrhea and constipation is possible,Malabsorption syndrome is possible,Inflammatory syndrome is possible,"B,C,D"
Indicate the diseases which evaluate with diarrhea due to intestinal dysmotility:,rritable bowel syndrome,Hyperthyroidism,Diabetic diarrhea,Pancreatic insufficiency,Celiac disease,"A,B,C"
Select the characteristics of functional diarrhea:,No inflammation signs,No steatorrhea,"No ""alarm"" symptoms",Mucus in stool,Leucocytes in stool,"A,B,C,D"
Select the correct definitions of malabsorption in clinical practice (in large sense):,All aspects of impaired assimilation of nutrients,Defective intraluminal hydrolysis of nutrients,Impaired mucosal absorption,Impaired digestion and mucosal absorption,Impaired digestion and/or mucosal absorption and/or removing of nutrients to the vascular or lymphatic circulation,"A,E"
Select the causes of malabsorption according the pathophysiological classification:,Luminal phase impairment,Mucosal phase impairment,Transport phase disorders,Arterial phase disorders,Combined disorders,"A,B,C,E"
Select the condition that may cause malabsorption by luminal phase disorders (maldigestion):,Gastric diseases (stomach resection.),Pancreatic insufficiency,Bile salt insufficiency,Small bowel diseases,Colon diseases,"A,B,C,D"
Indicate the criteria for moderate degree of malabsorption:,Weight loss <15%,Clinical manifestation of nutrients deficiency,No clinical manifestation of nutrients deficiency,Clinical manifestation of vitamins deficiency,No clinical manifestation of vitamins deficiency,"A,B,D"
Select the clinical manifestation of malabsorption syndrome:,"Tetany, paresthesias",Muscle weakness,Edema,"Night blindness, xerophthalmia",Eritema nodosum,"A,B,C,D"
Indicate the clinical manifestation of malabsorption syndrome:,Ecchymoses,Hyperkeratosis,Glossitis,Peripheral neuropathy,Pioderma gangrenosum,"A,B,C,D"
Choose the sings of steatorrhea in stool examination:,Neutral fat,Fat acids,Undigested muscle fibers,Intracellular amidon,Extracellular amidon,"A,B"
Select the test for evaluation of malabsorption syndrome:,D-xylose test,Schilling test,Quantitative stool fat test,Test with antacids,Test with nitrates,"A,B,C"
Choose four cardinal clinical manifestations of Whipple's disease:,Diarrhea,Abdominal pain,Weight loss,Arthralgia/Arthritis,Hepatitis,"A,B,C,D"
Select the risk factors for neoplasia in ulcerative colitis:,Extent of disease,Duration of disease,Activity of disease,Resistance to treatment,Biotherapy in history,"A,B,D"
Indicate the risk factors for neoplasia in Crohn's disease:,Extent of disease,Duration of disease,Colon strictures,Resistance to treatment,Biotherapy in history,"A,B,C"
Indicate the medical agents used in biotherapy of ulcerative colitis:,Infliximab,Adalimumab,Vedolizumab,Tenofovir,Ribavirina,"A,B"
Choose the medical agents used in biotherapy of Crohn's disease:,Infliximab,Adalimumab,Vedolizumab,Entecavir,Lamivudin,"A,B,C"
Indicate the medical agent for maintenance treatment in severe ulcerative colitis:,Infliximab,Adalimumab,Azatioprine,Corticosteroides,Mesalazine,"A,B,C"
Choose the medical agent for maintenance treatment in mild ulcerative colitis:,Mesalazine,Any drugs which contain 5-aminosalicylates,Corticosteroids,Infliximab,Azathioprine,"A,B"
Select the evolution forms of Crohn's disease:,Without stenosis or penetration,With stenosis,With penetration,With perianal affectation,With perforation,"A,B,C,D"
Indicate the criteria for activity evaluation in ulcerative colitis:,Frequency of bloody stool,Fever,Puls,C-reactive protein level,Albumin level,"A,B,C,D"
Choose the laboratory criteria for activity evaluation in ulcerative colitis:,C-reactive protein level,ESR,Hemoglobine,Albumine,Total proteins,"A,B,C"
Select the epidemiological features of inflammatory bowel diseases:,The peak age of onset is between 15 and 30 years,The peak age of onset is between 45 and 60 years,Urban areas have a higher prevalence than rural areas,Rural areas have a higher prevalence than urban areas,High socioeconomic classes have a higher prevalence than lower socioeconomic classes,"A,C,E"
Indicate the regions with high prevalence of inflammatory bowel diseases:,North America,North Europe,Israel,Asia,Africa,"A,B,C"
What drugs include treatment of severe alcoholic hepatitis:,Urosodeoxycholic acid,Anabolic steroids,Prednisone,Pentoxifylline,Propylthiouracil,"C,D"
Select the correct statements about Mallory bodies:,Are specific for alcoholic hepatitis,It appears as clusters of intensely eosinophilic perinuclear material in damaged hepatocytes,May occur in Wilson disease,Can be identified in patients with morbid obesity and poorly controlled diabetes,Are suggestive for  alcoholic hepatitis,"B,D,E"
Select the liver biopsy findings characteristic for alcoholic liver disease:,Hepatocyte ballooning degeneration,Fibrosis in the perivenular and perisinusoidal space of Disse,Inflammatory infiltrate with  polymorphonuclear neutrophils,Periportal infiltration with plasma cells,Mallary bodies,"A,B,C,E"
Select the complication of advanced cirrhosis:,Gastroesophageal variceal hemorrhage,Ascites,MALT lymphoma,Hepatic encephalopathy,Spontaneous bacterial peritonitis,"A,B,D,E"
What type of major complications of cirrhosis are directly induced by portal hypertension?,Variceal hemorrhage,Hepatorenal syndrome,Spider angioma,Spontaneous bacterial peritonitis,Ascites,"A,E"
Select thetreatment of hepatic encephalopathy:,Nonabsorbable disaccharide (lactulose),Dietary sodium restriction,Poorly absorbed antibiotics (rifaximin),Transjugular intrahepatic portosystemic shunt,Zinc supplementation,"A,C,E"
Select the characteristic features of compensated cirrhosis associated with hepatitis C:,The 10-year survival rate is close to 80%,Mortality occurs at a rate of 2-6% per year,Mortality occurs at a rate of 10-1% per year,Decompensation at a rate of 4-5% per year,HCC at a rate of 1-4% per year,"A,B,D,E"
Which of the following are the causes of liver cirrhosis?,Alcohol,Drugs,Hypergastrinemia,Hypercalcemia,Chronic viral hepatitis,"A,B,E"
What kind of criteria does CHILD-PUGH classification of cirrhosis include?,Serum bilirubin,Serum albumin,Ascites,Serum ALT,Hepatic encephalopathy,"A,B,C,E"
Select the complications of liver cirrhosis:,Ascites,Portosystemic encephalopathy,Gastroesophageal varices bleeding,Gallstones,Dumping syndrome,"A,B,C"
What type of the following criteria are specific for hypersplenism?,Anemia,Hepatopulmonary syndrome,Hemolysis,Leukopenia,Thrombocytopenia,"A,D,E"
Select precipitating factors of hepatic encephalopathy:,Electrolyte disturbance,Administration of lactulose (nonabsorbable dissacharide),Increase dietary protein load,Hypokalemia,Infection,"A,C,D,E"
Select histological characteristic of liver cirrhosis:,Formation of regenerative nodules,The presence of focal nodular hyperplasia,Normal architecture of the liver,Architectural distortion,Development of fibrosis,"A,D,E"
Select the complications of portal hypertension:,Gastroesophageal varices with hemorrhage,Ascites,Hypersplenism,Spider angiomata,Itchy skin,"A,B,C"
Which hemodynamic factors contribute to the development of ascites in liver cirrhosis:,Vasodilatation of the splanchnic arterial system,Vasoconstriction of the splanchnic arterial system,Increase intrahepatic resistance,Decrease intrahepatic resistance,Decrease level of aldosterone,"A,C"
Select the signs of hepatocellular failure in liver cirrhosis:,Spider angiomata,Palmar erythema,Splenomegaly,Clubbing,Jaundice,"A,B,D,E"
What kind of therapeutic measures are recommended in case of repeated short-term gastrointestinal bleeding in cirrhosis?,Endoscopic variceal ligation,Liver transplant if hemostasis fails,Linton tube for esophageal varices,Sengstaken-Blakemore tube for subcardiale varices,Transjugular intrahepatic portosystemic shunt,"A,B,E"
Select the sing on Doppler ultrasound specific for portal hypertension in cirrhosis:,Gallstone,Slowing velocity of portal flow,Splenomegaly,Increasing of resistance in hepatic artery,Dilation of portal trunk,"B,C,D,E"
What includes the treatment of ascites under liver cirrhosis:,Low sodium diet (<2 g sodium per day),Spironolactone 100-200 mg/day,Furasemed 40-80 mg/day,NSAIDs,Large-volume paracentesis in case of refractory ascites,"A,B,C,E"
What are the cause of skin haemorrhagic syndrome in alcoholic cirrhosis?,Thrombocytopenia due to hypersplenism,Reduced hepatic synthesis of coagulation factors,Malabsorption of vitamin K due to cholestasis,Bleeding from esophageal varices,Hemolytic anemia,"A,B,C"
Select the effects of Propranolol in patients with liver cirrhosis:,Reduces portal hypertension,Vasodilatory effects on splanchnic arterial bed,Vasoconstrictor effects of portal venous system,Decreases cardiac output,"It is effective in doses, which reduce the frequency of the rest of 10%","A,B,D"
What are the cause of anemia in alcoholic cirrhosis?,Hemolysis,Coexistent nutritional deficiencies (especially folic acid and vitamin B12),Hypersplenism,Iron deficiency,Erythropoietin deficiency,"A,B,C,D"
Select the factors involved in the pathogenesis of ascites in liver cirrhosis:,Secondary hypoaldosteronism,Hypoalbuminemia,Vasodilatation of splanchnic arterial system,Sodium retention,Activation of the renin-angiotensin-aldosterone system,"B,C,D,E"
Select the cause of anemia seen in patients with alcoholic cirrhosis:,Deficiency of vitamine K,Deficiency of folic acid,Hemolysis,Hypersplenism,Direct suppressive effect of alcohol on bone marrow,"B,C,D,E"
What are the common risk factors for hepatocellular carcinoma?,Hepatitis B or C chronic infection,Ethanol chronic consumption,Hemochromatosis,Nonalcoholic steatohepatitis,Aflatoxin B1,"A,B,D,E"
Select the features of decompensated liver cirrhosis with portal hypertension:,Ascites,"""Medusa head"" on the anterior abdominal wall",Astheno-neurotic syndrome,Encephalopathy,Hidrothorax,"A,B,E"
What are the characteristic of decompensated liver cirrhosis with portal hypertension:,Cardiovascular syndrom,Portal gastropathy,Splenomegaly,"Endocrine/articulare symptoms, muscle pain",Flatulence,"B,C,E"
Select the characteristic of decompensated liver cirrhosis with metabolic disorders:,Cardiovascular syndrom,Portal Gastropathy,Encephalopathy,Weight loss,"Palmar eritema, spider angioma","C,D,E"
Select the drugs used in treatment of autoimmune liver cirrhosis:,Corticosteroid Prednisone,Azathioprine,Peginterferon,Calcium AndVitamine D,Antibiotics,"A,B,D"
Select the drugs used in treatment of primary biliary colangitis:,Ursodeoxycholic acid,Cholestyramine,Peginterferon,Calcium AndVitamine D,Naloxone,"A,B,D,E"
Select the recommendations for treatment of compensated cirrhosis due to Nonalcoholic Fatty Liver Disease:,Cholestyramine,Weight Reduction Through Diet And Exercise,Proton Pump Inhibitors,Diabetes Management,Pioglitazone,"B,D,E"
What does the reatment of portal hypertension in liver cirrhosis include?,Nonselective beta-blockers,Ursodeoxycholic acid,Endoscopic variceal ligation,Prednisone,Transjugular intrahepatic portosystemic shunting,"A,C,E"
Select the ultrasound characteristics of liver cirrhosis:,Dilated portal vein,Splenomegaly,Dilated bile canaliculi,Micronodular appearance,Macrovesicular steatosis,"A,B,D"
Which are manifestations of hepatocellular failure in patients with liver cirrhosis:,Jaundice,Coagulation disorders,Dilated portal vein,Hypoalbuminemia,Prolonged prothrombin times,"A,B,D,E"
Select the enzyme systems account for metabolism of alcohol in the liver:,Cytosolic Alcoholdehydrogenesis,Cyclooxygenase (Cox),The Microsomal-Oxidizing System (Meos),Peroxisomal Catalase,Udp-Glucuronosyltransferases,"A,C,D"
Select the statements characteristic for ethanol intake:,Increases The Intracellular Accumulation Of Triglycerides,Increases Fatty Acid Uptake,Increases Fatty Acid Oxidation,Reduces Fatty Acid Oxidation,Increases Lipoprotein Secretion,"A,B,D"
What are the most important risk factors involved in the development of alcoholic liver disease:,Quantity of alcohol intake,Type of beverage,Duration of alcohol intake,Pattern of drinking,Social factors,"A,C"
Select the risk factors for alcoholic liver disease:,Gender,Beverage type,Chronic infection with hepatitis C,Malnutrition,Obesity,"A,C,D,E"
Select the typical laboratory abnormalities seen in acute alcoholic hepatitis:,"AST/ALT ratio > 1,5",Leukocytosis,Elevated gama-glutamyltranspeptidase (GGTP),Increased Ig A,Hyperalbuminemia,"A,B,C,D"
Select the markers characteristics for autoimmune cirrhosis:,Antimitochondrial antibody (AMA),Antinuclear antibody (ANA),Anti-smooth-muscle antibody (ASMA),Elevated gama-glutamyltranspeptidase (GGTP),Increased Ig G,"B,C,E"
Which complications can develop Caroli's disease?,Secondary biliary cirrhosis with portal hypertension,Extrahepatic biliary obstruction,Cholangiocarcinoma,Recurrent episodes of sepsis with hepatic abscess formation,Congenital hepatic fibrosis,"A,B,C,D"
Find the correct afirmations which are more characteristic for patients with HBeAg- positive chronic hepatitis B:,HBeAg and HBV DNA levels well in excess of 105-106 virions/mL in the serum,Detectable intrahepatocyte nucleocapsid antigens (HBcAg) in the liver,High infectivity,Low infectivity,Accompanying liver injury,"A,B,C,E"
Find the correct afirmations which are more characteristic for HBeAg-negative chronic hepatitis B:,HBeAg positive,Anti-HBe positive,HBV DNA below a threshold of 103 virions/mL,Anti-HB corr total positive,Low infectivity,"B,C,D,E"
Which conditions are more likely lead to progression of liver disease in patients with chronic hepatitis C:,Older age and longer duration of infection,Advanced histologic stage and grade,Genotype 3,Decreased hepatic iron,Concomitant other liver disorders (alcoholic liver disease and liver steatosis),"A,B,E"
What are the indications for antiviral therapy of chronic hepatitis C?,Detectable HCV RNA (with or without elevated ALT),Portal/bridging fibrosis or moderate to severe hepatitis on liver biopsy,Decompensated cirrhosis,Age >60,Mild hepatitis on liver biopsy,"A,B"
What is the mainstay of treatment of fatty liver disease?,Weight loss,Thiazolidinedione medications which improve insulin sensitivity within the adipocyte and skeletal muscle,Zinc supplementation,Antioxidants,Ribavirin,"A,B,C,D"
Which of the following can be prevented?,Hepatitis A,Hepatitis B,Alcoholic cirrhosis,Hemocromatosis,Steatosis,"A,B,E"
Select the symptoms of liver diseases:,Nausea,Dark urine,Heartburn,Yellow eyes,Pale / dark colored stool,"A,B,D,E"
What are the main functions of the liver?,The elimination of toxins,The elimination of carbon dioxide and the manufacture of urine,The elimination of damaged blood cells,The regulation of blood pressure,Processing of food nutrients,"A,E"
What are the most common causes of liver disease?,Deficiency of α1-antitrypsine,Wilson disease,Infections with B virus,Excessive alcohol consumption,Chronic infections with C virus,"C,D,E"
Which of the following is the most important goal of treating chronic viral hepatitis B infection?,Lose HBsAg in the serum,Normalize ALT and AST,Decreased bilirubin level,HBeAg seroconversion to antiHBeAg,Decreased level of alkaline phospphatase,"A,B,D"
Indicate the set of results that most likely indicate the most biochemical changes in chronic hepatitis D in reactivation phase.,"Increased value of ALT, AST, bilirubin","Incresed level of ureea, creatinin, glucosa","Incresed level of cholesterol, triglicedride","Reduced value of glucose, AST","Reduced value of prothrombin, albumin","A,E"
Which of thefolowing are false regarding chronic hepatitis C?,May be treated with lamivudine,May be lead to liver cancer,May be cause autoimmune tiroiditis,"Histologically can determine specifically ""ground glass"" hepatocytes",May be treated with sofosbuvir for 24 weeks,"A,D"
"What laboratory tests would you request in man known to be carrier of HBsAg who presents with jaundice, pain in right hypochondria and reveal AST and ALT > 900 IU/ml?",AND HBV quantitative,AntiHDV IgM antibodies,AntiHBsAg antibodies,Level of urea,Level of alfa fetoprotein,"A,B"
What laboratory tests should be obtained to determine if therapy is effective in patient with HBV infection ho has treated for 12 weeks with lamivudine?,ALT,HBV DNA,Genotype for HBV,Anti HBe,HbsAg,"A,B,D,E"
What are the cofactors for fibrosis progression in chronic HCV?,Tabacco smoking,Obesity,Dayly cannabis use,Coffe consumtion,Alcohol abuse,"B,C,E"
What are the non invasive markers for assessment liver fibrosis in chronic HCV?,Liver biopsy,Fibrotest,Fibroscan,APRI,FIB - 4,"B,C,D,E"
What are the histological findings in chronic HCV?,Centrilobular cholestasis,Steatosis,Nodular lymphocytic aggregates,Ground glas hepatocytes,Mallory bodies,"A,B,C"
Which extrahepatic sites can content HBV?,Lympnodes,Bone marrow,Spleen,Gallblades,Pancreas,"A,B,C"
What are thefirst-line drugs (nucleotide/ nucleoside analogues) for chronic HBV?,Lamivudine,Adefovire,Telbivudine,Tenofovir,Entecavir,"D,E"
What are the advantages for nucleotide/nucleoside analogues therapy on HBV?,Finite duration,Daily oral dosing,Potent HBV DNA suppression,No antiviral resistance,Expensive,"B,C"
Select the antiviral therapy for patients with chronic hepatitis C:,Interferon-based regimens,Interferon- free regimens,Lamivudin associated with interferon,Amoxacilin with clarytromicin,Sofosbuvir + Ledipasvir,"B,E"
What factors can influence the treatment regimens in HCV?,Genotypes of HCV,Genetic barrier,Potency,Adverse profiles,Gender,"A,B,C,D"
What are the direct-acting antiviral agents (DAA) for chronic HCV?,Entecavir,Sofosbuvir,Simeprevir,Daclatasvir,Ledipasvir,"B,C,D,E"
Select the fluids which can content HBV in high amount:,Blood,Wound exudate,Urine,Sweat,Tears,"A,B"
Select the fluids which can content HBV in moderate amount:,Blood,Semen,Saliva,Vaginal fluid,Breast milk,"C,D"
Select the fluids which can content HBV in lowamount:,Urine,Sweat,Blood,Tears,Semen,"A,D"
What are the conditions due to HDV co-infection?,Increase the severity of chronic hepatitis B,Increase the severity of acute hepatitis B,Does not increase the likelihood of progression to chronic hepatitis B,Decreased the severity of acute hepatitis B,Decreased the severity of chronic hepatitis B,"B,C"
Which circumstances are useful for testing anti-HDV antibodies in patients with hepatitis B?,Patients with severe and fulminant disease,Patients with chronic hepatitis B who have acute hepatitis-like exacerbations,Persons with frequent percutaneous exposures,Persons from areas where HDV infection is endemic,Patients with chronic hepatitis C,"A,B,C,D"
Which conditions lead to progression of liver disease in patients with chronic hepatitis C?,Longer duration of infection,Minimal histologic stage,Genotype 1,More complex quasispecies diversity,Increased hepatic iron,"A,B,E"
Which serological markers can including in evaluation for patients with suspected HCV?,HBs Ag,HBcor Ag,Anti HCV total,ARN HCV quantitative,ARN HCV qualitative,"C,D,E"
Which conditions lead to progression of liver disease in patients with chronic hepatitis C?,In patients with older age,Shorter duration of infection,Genotype 2 or 3,Decreased hepatic iron,Associated with chronic alcohol abuse,"A,E"
Select three correct statements about NAFLD:,NAFLD is the hepatic manifestation of metabolic syndrome,"NAFLD includes the clinical spectrum from hepatic steatosis, nonalcoholic steatohepatitis, which can progress to cirrhosis",The prelevance of  NAFLD  in western countries is estimated at 5%,NAFLD is likely to become the leading couse of liver transplantation in the future,There is only small association between NAFLD and polycystic ovarian syndrome,"A,B,D"
Indicate correct statement regarding pathogenesis of NAFLD:,The liver stores energy as triglycerides,Subcutoneous fat releases more free fatty acids,Adipose tissue is an inert depot of stored energy,"In obesity, the release of the insulin-sensing hormone adiponectin is reduced",Tumor necrosis factor are predictive of progression to NAFLD,"A,D,E"
Standard indications for antiviral therapy of chronic hepatitis C are:,Detectable HCV RNA (with or without elevated ALT),Portal/bridging fibrosis or moderate to severe hepatitis on liver biopsy,Liver cirrhosis,"AntiHCV IgG poz, ARN HCV neg",Mild hepatitis on liver biopsy,"A,B,C"
Indicate the set of results that most likely indicate the most biochemical changes in chronic hepatitis D in reactivation phase.,"Increased value of ALT, AST, bilirubin","Incresed level of ureea, creatinin, glucosa","Incresed level of cholesterol, triglicedride","Reduced value of glucose, AST","Reducedvalue of prothrombin, albumin","A,E"
Noninvasive markers for assessmentliverfibrosis in chronic HCV are:,Liver biopsy,Fibrotest,Fibroscan,Abdominal ultrasound,Digestive endoscopy,"B,C"
Selections of the treatment regimens in HCV will be influenced by:,Genotypes of HCV,Genetic barrier,Potency,Level of alcaline Phosphatase,Level of iron in serum,"A,B,C"
The direct-acting antiviral agents (DAA) for chronic HCV are:,Entecavir,Sofosbuvir,Velpatasvir,Lamivudine,Ledipasvir,"B,C,E"
What are the main functions of the liver?,The elimination of toxins,The elimination of carbon dioxide and the manufacture of urine,The elimination of damaged blood cells,The regulation of blood pressure,Processing of food nutrients,"A,E"
Select the most important goals of treatment of chronic viral hepatitis B infection:,LoseHbsAg in theserum,Normalize ALT and AST,Decreased bilirubin level,HBeAg seroconversion to antiHBeAg,Decreased level of alkaline phosphatase,"A,B,D"
Select signs which characterise the chronic hepatitis C with extrahepatic manifestation:,Jaundice,Arthralgia,Pain in right hypocondria,Hypotiroidia,Vasculitic rash,"B,D,E"
Select etiological factors of chronic pancreatitis:,Alcohool,Diabetes,Peptic ulser,Disfunction of Oddi sphincter,Autoimmune hepatitis,"A,D"
Indicate clinical signs what is presented in chronic pancreatitis (symptoms):,Postprandial pain,Steatorrhea,Positive Kerning symptom,Splenomegaly,Hepatomegaly,"A,B"
Indicate what investigations is used in diagnostic of chronic pancreatitis:,Coprological investigation,Abdominal USG,Computed Tomography,ERSP,Oral colecistography,"A,B,C,D"
Choose complications of chronic pancreatitis:,Mecanic jaundice,Diabetes,Deficiensy of vitamins,Mallory-Weiss syndrome,Zollinger-Elison syndrome,"A,B,C"
Indicate proteolytic enzimes:,Tripsine,Chimotripsine,Elastase,Lipase,Α- amilase,"A,B,C"
Indicated characteristic processes from chronic pancreatitis:,Irreversible damage of the pancreas,Reversible damage of the pancreas,Chronic inflammation,Progressive destruction of both exocrine and eventually endocrine tissue,Fibrosis,"A,C,D,E"
Select etiological factors of chronic pancreatitis:,Alcohool,Diabetes,Peptic ulser,Disfunction of sf. Oddi,Autoimmune hepatitis,"A,D"
Indicate clinical signs what is presented in chronic pancreatitis (symptoms):,Pain postprandial,Steatorrhea,Positive Kerning symptom,Splenomegaly,Hepatomegaly,"A,B"
Select grups of medicaments what is used in treatment of chronic pancreatitis:,Glucocorticosteroides,Antisecretory,Spasmolytics,Fosfolipides,Analgetiscs,"B,C,E"
Indicate what investigations is used in diagnostic of chronic pancreatitis:,Endoscopic ultrasonography,Abdominal USG,CT,MRI/MRCP,Oral colecistography,"A,B,C,D"
Selected characteristic symptoms for ”pancreatic fecales”:,Polifecaly,Content of blood,Fatty aspect,Content of parasites,Black color,"A,B,C"
Indicate characteristic processes from chronic pancreatitis:,Irreversible damage of the pancreas,Reversible damage of the pancreas,Chronic inflammation,Progressive destruction of both exocrine and eventually endocrine tissue,Fibrosis,"A,C,D,E"
Select the clinical features of autoimmune pancreatitis:,Mild abdominal pain,Presentation with obstructive jaundice,"Diffuse swelling and enlargement of the pancreas, especially the head, the latter mimicking carcinoma of the pancreas",Decrease levels of serum gamma globulins,"Presence of antinuclear antibodies, rheumatoid factor","A,B,C,E"
"Indicated the pathogenesis, diagnostic approach, clinical course, and treatment results for large-duct forms of chronic pancreatitis as follows:",Sex Predominance - male,Sex Predominance- female,Fecal elastase - often abnormal,Therapy of pain with pancreatic enzymes-good to excellent response,Surgical procedures - not usually indicated,"A,C"
"Indicated while alcohol is by far the most common cause of pancreatic calcification, such calcification may also be noted in:",Mild protein-calorie malnutrition,Hereditary pancreatitis,Posttraumatic pancreatitis,Hypercalcemic pancreatitis,Idiopathic chronic pancreatitis,"B,C,D,E"
Selected complications of Chronic Pancreatitis:,Pseudocysts,Obesity,Vascular complications,Colonic stenosis,Strictures of the pancreatic duct and/or the biliary ducts,"A,C,E"
Indicated the management of pain in patients with large-duct disease usually from alcohol-induced chronic pancreatitis:,"Ductal decompression  (sphincterotomy, stenting, stone extraction, and drainage of a pancreatic pseudocyst)",Large doses of octreotide (200 μg given SC three times daily),Nonenteric coated enzyme preparations containing high concentrations of serine proteases,Enteric-coated enzymes,Prochinetics,"A,B"
Choose the management of pain in patients with small-duct type of chronic pancreatitis:,Proton pump inhibitors,Large doses of octreotide (200 μg given SC three times daily),Ductal decompression (sphincterotomy),Enteric-coated enzymes,Prokinetic agents,"A,C,E"
Indicate the clear risk factors for the development of pancreatic cancer:,Cigarette smoking,Obesity,Hereditary chronic pancreatitis,Barett Esophagus,Escherichia coli,"A,B,C"
Select the common presenting features of pancreatic cancer:,Pain in the upper abdomen that may radiate to the back,Obstructive jaundice,Weight loss and anorexia,"Pruritus, pale stools, and dark urine",Constipation,"A,B,C,D"
Indicate which types of abnormalities detectable on physical examination are characteristic for pancreatic cancer:,Jaundice,Courvoisier's sign,Abdominal mass,Virchow's node,Rheumatic nodules,"A,B,C,D"
